family,organism,fasta_path,uniprot_accession,reference_gene_symbol,gene_id,gene_symbol,gene_name,transcript_id,transcript_name,seqid,strand,exon_number,exon_start,exon_end,exon_length
innexin,Caenorhabditis elegans,project/data/references/innexins/Caenorhabditis_elegans/inx-6__Q9U3N4.fasta,Q9U3N4,inx-6,gene-CELE_C36H8.2,inx-6,inx-6,rna-NM_070034.5,NM_070034.5,NC_003282.8,+,8,12749433,12749721,289
innexin,Caenorhabditis elegans,project/data/references/innexins/Caenorhabditis_elegans/inx-7__Q21123.fasta,Q21123,inx-7,gene-CELE_K02B2.4,inx-7,inx-7,rna-NM_068493.8,NM_068493.8,NC_003282.8,-,1,5943981,5944449,469
innexin,Caenorhabditis elegans,project/data/references/innexins/Caenorhabditis_elegans/inx-7__Q21123.fasta,Q21123,inx-7,gene-CELE_K02B2.4,inx-7,inx-7,rna-NM_068493.8,NM_068493.8,NC_003282.8,-,2,5944505,5944652,148
innexin,Caenorhabditis elegans,project/data/references/innexins/Caenorhabditis_elegans/inx-7__Q21123.fasta,Q21123,inx-7,gene-CELE_K02B2.4,inx-7,inx-7,rna-NM_068493.8,NM_068493.8,NC_003282.8,-,3,5944702,5944858,157
innexin,Caenorhabditis elegans,project/data/references/innexins/Caenorhabditis_elegans/inx-7__Q21123.fasta,Q21123,inx-7,gene-CELE_K02B2.4,inx-7,inx-7,rna-NM_068493.8,NM_068493.8,NC_003282.8,-,4,5944905,5945041,137
innexin,Caenorhabditis elegans,project/data/references/innexins/Caenorhabditis_elegans/inx-7__Q21123.fasta,Q21123,inx-7,gene-CELE_K02B2.4,inx-7,inx-7,rna-NM_068493.8,NM_068493.8,NC_003282.8,-,5,5945089,5945319,231
innexin,Caenorhabditis elegans,project/data/references/innexins/Caenorhabditis_elegans/inx-7__Q21123.fasta,Q21123,inx-7,gene-CELE_K02B2.4,inx-7,inx-7,rna-NM_068493.8,NM_068493.8,NC_003282.8,-,6,5945863,5945996,134
innexin,Caenorhabditis elegans,project/data/references/innexins/Caenorhabditis_elegans/inx-7__Q21123.fasta,Q21123,inx-7,gene-CELE_K02B2.4,inx-7,inx-7,rna-NM_068493.8,NM_068493.8,NC_003282.8,-,7,5946046,5946638,593
innexin,Caenorhabditis elegans,project/data/references/innexins/Caenorhabditis_elegans/inx-7__Q21123.fasta,Q21123,inx-7,gene-CELE_K02B2.4,inx-7,inx-7,rna-NM_001306838.3,NM_001306838.3,NC_003282.8,-,1,5943982,5944449,468
innexin,Caenorhabditis elegans,project/data/references/innexins/Caenorhabditis_elegans/inx-7__Q21123.fasta,Q21123,inx-7,gene-CELE_K02B2.4,inx-7,inx-7,rna-NM_001306838.3,NM_001306838.3,NC_003282.8,-,2,5944505,5944652,148
innexin,Caenorhabditis elegans,project/data/references/innexins/Caenorhabditis_elegans/inx-7__Q21123.fasta,Q21123,inx-7,gene-CELE_K02B2.4,inx-7,inx-7,rna-NM_001306838.3,NM_001306838.3,NC_003282.8,-,3,5944702,5944858,157
innexin,Caenorhabditis elegans,project/data/references/innexins/Caenorhabditis_elegans/inx-7__Q21123.fasta,Q21123,inx-7,gene-CELE_K02B2.4,inx-7,inx-7,rna-NM_001306838.3,NM_001306838.3,NC_003282.8,-,4,5944905,5945041,137
innexin,Caenorhabditis elegans,project/data/references/innexins/Caenorhabditis_elegans/inx-7__Q21123.fasta,Q21123,inx-7,gene-CELE_K02B2.4,inx-7,inx-7,rna-NM_001306838.3,NM_001306838.3,NC_003282.8,-,5,5945089,5945315,227
innexin,Caenorhabditis elegans,project/data/references/innexins/Caenorhabditis_elegans/inx-8__Q23593.fasta,Q23593,inx-8,gene-CELE_ZK792.2,inx-8,inx-8,rna-NM_069808.8,NM_069808.8,NC_003282.8,+,1,11673844,11674009,166
innexin,Caenorhabditis elegans,project/data/references/innexins/Caenorhabditis_elegans/inx-8__Q23593.fasta,Q23593,inx-8,gene-CELE_ZK792.2,inx-8,inx-8,rna-NM_069808.8,NM_069808.8,NC_003282.8,+,2,11674300,11674986,687
innexin,Caenorhabditis elegans,project/data/references/innexins/Caenorhabditis_elegans/inx-8__Q23593.fasta,Q23593,inx-8,gene-CELE_ZK792.2,inx-8,inx-8,rna-NM_069808.8,NM_069808.8,NC_003282.8,+,3,11675040,11675295,256
innexin,Caenorhabditis elegans,project/data/references/innexins/Caenorhabditis_elegans/inx-8__Q23593.fasta,Q23593,inx-8,gene-CELE_ZK792.2,inx-8,inx-8,rna-NM_069808.8,NM_069808.8,NC_003282.8,+,4,11675390,11675635,246
innexin,Caenorhabditis elegans,project/data/references/innexins/Caenorhabditis_elegans/unc-7__Q03412.fasta,Q03412,unc-7,gene-CELE_Y74C9A.1,txt-7,txt-7,rna-NM_058264.2,NM_058264.2,NC_003279.8,+,1,43733,43961,229
innexin,Caenorhabditis elegans,project/data/references/innexins/Caenorhabditis_elegans/unc-7__Q03412.fasta,Q03412,unc-7,gene-CELE_Y74C9A.1,txt-7,txt-7,rna-NM_058264.2,NM_058264.2,NC_003279.8,+,2,44030,44234,205
innexin,Caenorhabditis elegans,project/data/references/innexins/Caenorhabditis_elegans/unc-7__Q03412.fasta,Q03412,unc-7,gene-CELE_Y74C9A.1,txt-7,txt-7,rna-NM_058264.2,NM_058264.2,NC_003279.8,+,3,44281,44324,44
innexin,Caenorhabditis elegans,project/data/references/innexins/Caenorhabditis_elegans/unc-7__Q03412.fasta,Q03412,unc-7,gene-CELE_Y74C9A.1,txt-7,txt-7,rna-NM_058264.2,NM_058264.2,NC_003279.8,+,4,44372,44468,97
innexin,Caenorhabditis elegans,project/data/references/innexins/Caenorhabditis_elegans/unc-7__Q03412.fasta,Q03412,unc-7,gene-CELE_Y74C9A.1,txt-7,txt-7,rna-NM_058264.2,NM_058264.2,NC_003279.8,+,5,44521,44677,157
innexin,Caenorhabditis elegans,project/data/references/innexins/Caenorhabditis_elegans/unc-9__O01393.fasta,O01393,unc-9,gene-CELE_R12H7.1,unc-9,unc-9,rna-NM_171790.9,NM_171790.9,NC_003284.9,+,1,13212390,13212543,154
innexin,Caenorhabditis elegans,project/data/references/innexins/Caenorhabditis_elegans/unc-9__O01393.fasta,O01393,unc-9,gene-CELE_R12H7.1,unc-9,unc-9,rna-NM_171790.9,NM_171790.9,NC_003284.9,+,2,13212973,13213008,36
innexin,Caenorhabditis elegans,project/data/references/innexins/Caenorhabditis_elegans/unc-9__O01393.fasta,O01393,unc-9,gene-CELE_R12H7.1,unc-9,unc-9,rna-NM_171790.9,NM_171790.9,NC_003284.9,+,3,13213061,13213211,151
innexin,Caenorhabditis elegans,project/data/references/innexins/Caenorhabditis_elegans/unc-9__O01393.fasta,O01393,unc-9,gene-CELE_R12H7.1,unc-9,unc-9,rna-NM_171790.9,NM_171790.9,NC_003284.9,+,4,13213263,13213354,92
innexin,Caenorhabditis elegans,project/data/references/innexins/Caenorhabditis_elegans/unc-9__O01393.fasta,O01393,unc-9,gene-CELE_R12H7.1,unc-9,unc-9,rna-NM_171790.9,NM_171790.9,NC_003284.9,+,5,13213842,13213969,128
innexin,Caenorhabditis elegans,project/data/references/innexins/Caenorhabditis_elegans/unc-9__O01393.fasta,O01393,unc-9,gene-CELE_R12H7.1,unc-9,unc-9,rna-NM_171790.9,NM_171790.9,NC_003284.9,+,6,13214417,13214835,419
innexin,Caenorhabditis elegans,project/data/references/innexins/Caenorhabditis_elegans/unc-9__O01393.fasta,O01393,unc-9,gene-CELE_R12H7.1,unc-9,unc-9,rna-NM_171790.9,NM_171790.9,NC_003284.9,+,7,13214956,13215055,100
innexin,Caenorhabditis elegans,project/data/references/innexins/Caenorhabditis_elegans/unc-9__O01393.fasta,O01393,unc-9,gene-CELE_R12H7.1,unc-9,unc-9,rna-NM_171790.9,NM_171790.9,NC_003284.9,+,8,13215705,13216725,1021
innexin,Caenorhabditis elegans,project/data/references/innexins/Caenorhabditis_elegans/unc-9__O01393.fasta,O01393,unc-9,gene-CELE_R12H7.1,unc-9,unc-9,rna-NM_001330917.4,NM_001330917.4,NC_003284.9,+,1,13213105,13213211,107
innexin,Caenorhabditis elegans,project/data/references/innexins/Caenorhabditis_elegans/unc-9__O01393.fasta,O01393,unc-9,gene-CELE_R12H7.1,unc-9,unc-9,rna-NM_001330917.4,NM_001330917.4,NC_003284.9,+,2,13213263,13213354,92
innexin,Caenorhabditis elegans,project/data/references/innexins/Caenorhabditis_elegans/unc-9__O01393.fasta,O01393,unc-9,gene-CELE_R12H7.1,unc-9,unc-9,rna-NM_001330917.4,NM_001330917.4,NC_003284.9,+,3,13213842,13213969,128
innexin,Caenorhabditis elegans,project/data/references/innexins/Caenorhabditis_elegans/unc-9__O01393.fasta,O01393,unc-9,gene-CELE_R12H7.1,unc-9,unc-9,rna-NM_001330917.4,NM_001330917.4,NC_003284.9,+,4,13214417,13214835,419
innexin,Caenorhabditis elegans,project/data/references/innexins/Caenorhabditis_elegans/unc-9__O01393.fasta,O01393,unc-9,gene-CELE_R12H7.1,unc-9,unc-9,rna-NM_001330917.4,NM_001330917.4,NC_003284.9,+,5,13214956,13215055,100
innexin,Caenorhabditis elegans,project/data/references/innexins/Caenorhabditis_elegans/unc-9__O01393.fasta,O01393,unc-9,gene-CELE_R12H7.1,unc-9,unc-9,rna-NM_001330917.4,NM_001330917.4,NC_003284.9,+,6,13215705,13215827,123
innexin,Drosophila melanogaster,project/data/references/innexins/Drosophila_melanogaster/Inx2__Q9V427.fasta,Q9V427,Inx2,gene-Dmel_CG4590,Inx2,Innexin 2,rna-NM_001272372.1,NM_001272372.1,NC_004354.4,+,1,6998672,6998743,72
innexin,Drosophila melanogaster,project/data/references/innexins/Drosophila_melanogaster/Inx2__Q9V427.fasta,Q9V427,Inx2,gene-Dmel_CG4590,Inx2,Innexin 2,rna-NM_001272372.1,NM_001272372.1,NC_004354.4,+,2,6998958,7004151,5194
innexin,Drosophila melanogaster,project/data/references/innexins/Drosophila_melanogaster/Inx2__Q9V427.fasta,Q9V427,Inx2,gene-Dmel_CG4590,Inx2,Innexin 2,rna-NM_167104.3,NM_167104.3,NC_004354.4,+,1,6998672,6998743,72
innexin,Drosophila melanogaster,project/data/references/innexins/Drosophila_melanogaster/Inx2__Q9V427.fasta,Q9V427,Inx2,gene-Dmel_CG4590,Inx2,Innexin 2,rna-NM_167104.3,NM_167104.3,NC_004354.4,+,2,6998958,7000263,1306
innexin,Drosophila melanogaster,project/data/references/innexins/Drosophila_melanogaster/Inx2__Q9V427.fasta,Q9V427,Inx2,gene-Dmel_CG4590,Inx2,Innexin 2,rna-NM_167104.3,NM_167104.3,NC_004354.4,+,3,7002772,7004151,1380
innexin,Drosophila melanogaster,project/data/references/innexins/Drosophila_melanogaster/Inx2__Q9V427.fasta,Q9V427,Inx2,gene-Dmel_CG4590,Inx2,Innexin 2,rna-NM_132147.4,NM_132147.4,NC_004354.4,+,1,6998672,7000263,1592
innexin,Drosophila melanogaster,project/data/references/innexins/Drosophila_melanogaster/Inx2__Q9V427.fasta,Q9V427,Inx2,gene-Dmel_CG4590,Inx2,Innexin 2,rna-NM_132147.4,NM_132147.4,NC_004354.4,+,2,7002772,7003495,724
innexin,Drosophila melanogaster,project/data/references/innexins/Drosophila_melanogaster/Inx2__Q9V427.fasta,Q9V427,Inx2,gene-Dmel_CG4590,Inx2,Innexin 2,rna-NM_001169213.2,NM_001169213.2,NC_004354.4,+,1,6998672,7000503,1832
innexin,Drosophila melanogaster,project/data/references/innexins/Drosophila_melanogaster/Inx3__Q9VAS7.fasta,Q9VAS7,Inx3,gene-Dmel_CG1448,Inx3,Innexin 3,rna-NM_001276121.1,NM_001276121.1,NT_033777.3,-,1,28853606,28854661,1056
innexin,Drosophila melanogaster,project/data/references/innexins/Drosophila_melanogaster/Inx3__Q9VAS7.fasta,Q9VAS7,Inx3,gene-Dmel_CG1448,Inx3,Innexin 3,rna-NM_001276121.1,NM_001276121.1,NT_033777.3,-,2,28854730,28854883,154
innexin,Drosophila melanogaster,project/data/references/innexins/Drosophila_melanogaster/Inx3__Q9VAS7.fasta,Q9VAS7,Inx3,gene-Dmel_CG1448,Inx3,Innexin 3,rna-NM_001276121.1,NM_001276121.1,NT_033777.3,-,3,28854946,28855406,461
innexin,Drosophila melanogaster,project/data/references/innexins/Drosophila_melanogaster/Inx3__Q9VAS7.fasta,Q9VAS7,Inx3,gene-Dmel_CG1448,Inx3,Innexin 3,rna-NM_001276121.1,NM_001276121.1,NT_033777.3,-,4,28855733,28855941,209
innexin,Drosophila melanogaster,project/data/references/innexins/Drosophila_melanogaster/Inx3__Q9VAS7.fasta,Q9VAS7,Inx3,gene-Dmel_CG1448,Inx3,Innexin 3,rna-NM_001276121.1,NM_001276121.1,NT_033777.3,-,5,28857143,28857339,197
innexin,Drosophila melanogaster,project/data/references/innexins/Drosophila_melanogaster/Inx3__Q9VAS7.fasta,Q9VAS7,Inx3,gene-Dmel_CG1448,Inx3,Innexin 3,rna-NM_001276121.1,NM_001276121.1,NT_033777.3,-,6,28859156,28859214,59
innexin,Drosophila melanogaster,project/data/references/innexins/Drosophila_melanogaster/Inx3__Q9VAS7.fasta,Q9VAS7,Inx3,gene-Dmel_CG1448,Inx3,Innexin 3,rna-NM_001300646.1,NM_001300646.1,NT_033777.3,-,1,28854137,28854661,525
innexin,Drosophila melanogaster,project/data/references/innexins/Drosophila_melanogaster/Inx3__Q9VAS7.fasta,Q9VAS7,Inx3,gene-Dmel_CG1448,Inx3,Innexin 3,rna-NM_001300646.1,NM_001300646.1,NT_033777.3,-,2,28854730,28854883,154
innexin,Drosophila melanogaster,project/data/references/innexins/Drosophila_melanogaster/Inx3__Q9VAS7.fasta,Q9VAS7,Inx3,gene-Dmel_CG1448,Inx3,Innexin 3,rna-NM_001300646.1,NM_001300646.1,NT_033777.3,-,3,28854946,28855406,461
innexin,Drosophila melanogaster,project/data/references/innexins/Drosophila_melanogaster/Inx3__Q9VAS7.fasta,Q9VAS7,Inx3,gene-Dmel_CG1448,Inx3,Innexin 3,rna-NM_001300646.1,NM_001300646.1,NT_033777.3,-,4,28855733,28855941,209
innexin,Drosophila melanogaster,project/data/references/innexins/Drosophila_melanogaster/Inx3__Q9VAS7.fasta,Q9VAS7,Inx3,gene-Dmel_CG1448,Inx3,Innexin 3,rna-NM_001300646.1,NM_001300646.1,NT_033777.3,-,5,28857143,28857339,197
innexin,Drosophila melanogaster,project/data/references/innexins/Drosophila_melanogaster/Inx3__Q9VAS7.fasta,Q9VAS7,Inx3,gene-Dmel_CG1448,Inx3,Innexin 3,rna-NM_001300646.1,NM_001300646.1,NT_033777.3,-,6,28859392,28859497,106
innexin,Drosophila melanogaster,project/data/references/innexins/Drosophila_melanogaster/Inx3__Q9VAS7.fasta,Q9VAS7,Inx3,gene-Dmel_CG1448,Inx3,Innexin 3,rna-NM_079991.3,NM_079991.3,NT_033777.3,-,1,28854137,28854661,525
innexin,Drosophila melanogaster,project/data/references/innexins/Drosophila_melanogaster/Inx3__Q9VAS7.fasta,Q9VAS7,Inx3,gene-Dmel_CG1448,Inx3,Innexin 3,rna-NM_079991.3,NM_079991.3,NT_033777.3,-,2,28854730,28854883,154
innexin,Drosophila melanogaster,project/data/references/innexins/Drosophila_melanogaster/Inx3__Q9VAS7.fasta,Q9VAS7,Inx3,gene-Dmel_CG1448,Inx3,Innexin 3,rna-NM_079991.3,NM_079991.3,NT_033777.3,-,3,28854946,28855406,461
innexin,Drosophila melanogaster,project/data/references/innexins/Drosophila_melanogaster/Inx3__Q9VAS7.fasta,Q9VAS7,Inx3,gene-Dmel_CG1448,Inx3,Innexin 3,rna-NM_079991.3,NM_079991.3,NT_033777.3,-,4,28855733,28855941,209
innexin,Drosophila melanogaster,project/data/references/innexins/Drosophila_melanogaster/Inx3__Q9VAS7.fasta,Q9VAS7,Inx3,gene-Dmel_CG1448,Inx3,Innexin 3,rna-NM_079991.3,NM_079991.3,NT_033777.3,-,5,28857143,28857339,197
innexin,Drosophila melanogaster,project/data/references/innexins/Drosophila_melanogaster/Inx3__Q9VAS7.fasta,Q9VAS7,Inx3,gene-Dmel_CG1448,Inx3,Innexin 3,rna-NM_079991.3,NM_079991.3,NT_033777.3,-,6,28859156,28859214,59
innexin,Drosophila melanogaster,project/data/references/innexins/Drosophila_melanogaster/Inx5__Q9VWL5.fasta,Q9VWL5,Inx5,gene-Dmel_CG7537,Inx5,Innexin 5,rna-NM_133125.3,NM_133125.3,NC_004354.4,-,1,19168777,19169516,740
innexin,Drosophila melanogaster,project/data/references/innexins/Drosophila_melanogaster/Inx5__Q9VWL5.fasta,Q9VWL5,Inx5,gene-Dmel_CG7537,Inx5,Innexin 5,rna-NM_133125.3,NM_133125.3,NC_004354.4,-,2,19169810,19170883,1074
innexin,Drosophila melanogaster,project/data/references/innexins/Drosophila_melanogaster/Inx6__Q9VR82.fasta,Q9VR82,Inx6,gene-Dmel_CG17063,Inx6,Innexin 6,rna-NM_132146.2,NM_132146.2,NC_004354.4,-,1,20267821,20268745,925
innexin,Drosophila melanogaster,project/data/references/innexins/Drosophila_melanogaster/Inx6__Q9VR82.fasta,Q9VR82,Inx6,gene-Dmel_CG17063,Inx6,Innexin 6,rna-NM_132146.2,NM_132146.2,NC_004354.4,-,2,20268820,20269769,950
innexin,Drosophila melanogaster,project/data/references/innexins/Drosophila_melanogaster/Inx7__Q9V3W6.fasta,Q9V3W6,Inx7,gene-Dmel_CG2977,Inx7,Innexin 7,rna-NM_176699.3,NM_176699.3,NC_004354.4,-,1,6991612,6992102,491
innexin,Drosophila melanogaster,project/data/references/innexins/Drosophila_melanogaster/Inx7__Q9V3W6.fasta,Q9V3W6,Inx7,gene-Dmel_CG2977,Inx7,Innexin 7,rna-NM_176699.3,NM_176699.3,NC_004354.4,-,2,6992173,6992882,710
innexin,Drosophila melanogaster,project/data/references/innexins/Drosophila_melanogaster/Inx7__Q9V3W6.fasta,Q9V3W6,Inx7,gene-Dmel_CG2977,Inx7,Innexin 7,rna-NM_176699.3,NM_176699.3,NC_004354.4,-,3,6993180,6993612,433
innexin,Drosophila melanogaster,project/data/references/innexins/Drosophila_melanogaster/ogre__P27716.fasta,P27716,ogre,gene-Dmel_CG3039,ogre,optic ganglion reduced,rna-NM_001258628.3,NM_001258628.3,NC_004354.4,-,1,6973620,6974652,1033
innexin,Drosophila melanogaster,project/data/references/innexins/Drosophila_melanogaster/ogre__P27716.fasta,P27716,ogre,gene-Dmel_CG3039,ogre,optic ganglion reduced,rna-NM_001258628.3,NM_001258628.3,NC_004354.4,-,2,6974731,6975083,353
innexin,Drosophila melanogaster,project/data/references/innexins/Drosophila_melanogaster/ogre__P27716.fasta,P27716,ogre,gene-Dmel_CG3039,ogre,optic ganglion reduced,rna-NM_001258628.3,NM_001258628.3,NC_004354.4,-,3,6975151,6975306,156
innexin,Drosophila melanogaster,project/data/references/innexins/Drosophila_melanogaster/ogre__P27716.fasta,P27716,ogre,gene-Dmel_CG3039,ogre,optic ganglion reduced,rna-NM_001258628.3,NM_001258628.3,NC_004354.4,-,4,6976023,6976130,108
innexin,Drosophila melanogaster,project/data/references/innexins/Drosophila_melanogaster/ogre__P27716.fasta,P27716,ogre,gene-Dmel_CG3039,ogre,optic ganglion reduced,rna-NM_001258628.3,NM_001258628.3,NC_004354.4,-,5,6977159,6977588,430
innexin,Drosophila melanogaster,project/data/references/innexins/Drosophila_melanogaster/ogre__P27716.fasta,P27716,ogre,gene-Dmel_CG3039,ogre,optic ganglion reduced,rna-NM_001258628.3,NM_001258628.3,NC_004354.4,-,6,6991241,6991318,78
innexin,Drosophila melanogaster,project/data/references/innexins/Drosophila_melanogaster/ogre__P27716.fasta,P27716,ogre,gene-Dmel_CG3039,ogre,optic ganglion reduced,rna-NM_001258629.2,NM_001258629.2,NC_004354.4,-,1,6974034,6974652,619
innexin,Drosophila melanogaster,project/data/references/innexins/Drosophila_melanogaster/ogre__P27716.fasta,P27716,ogre,gene-Dmel_CG3039,ogre,optic ganglion reduced,rna-NM_001258629.2,NM_001258629.2,NC_004354.4,-,2,6974731,6975083,353
innexin,Drosophila melanogaster,project/data/references/innexins/Drosophila_melanogaster/ogre__P27716.fasta,P27716,ogre,gene-Dmel_CG3039,ogre,optic ganglion reduced,rna-NM_001258629.2,NM_001258629.2,NC_004354.4,-,3,6975151,6975306,156
innexin,Drosophila melanogaster,project/data/references/innexins/Drosophila_melanogaster/ogre__P27716.fasta,P27716,ogre,gene-Dmel_CG3039,ogre,optic ganglion reduced,rna-NM_001258629.2,NM_001258629.2,NC_004354.4,-,4,6976023,6976130,108
innexin,Drosophila melanogaster,project/data/references/innexins/Drosophila_melanogaster/ogre__P27716.fasta,P27716,ogre,gene-Dmel_CG3039,ogre,optic ganglion reduced,rna-NM_001258629.2,NM_001258629.2,NC_004354.4,-,5,6977159,6977588,430
innexin,Drosophila melanogaster,project/data/references/innexins/Drosophila_melanogaster/ogre__P27716.fasta,P27716,ogre,gene-Dmel_CG3039,ogre,optic ganglion reduced,rna-NM_001258629.2,NM_001258629.2,NC_004354.4,-,6,6983513,6984502,990
innexin,Drosophila melanogaster,project/data/references/innexins/Drosophila_melanogaster/ogre__P27716.fasta,P27716,ogre,gene-Dmel_CG3039,ogre,optic ganglion reduced,rna-NM_001258629.2,NM_001258629.2,NC_004354.4,-,7,6985531,6985668,138
innexin,Drosophila melanogaster,project/data/references/innexins/Drosophila_melanogaster/ogre__P27716.fasta,P27716,ogre,gene-Dmel_CG3039,ogre,optic ganglion reduced,rna-NM_001272371.1,NM_001272371.1,NC_004354.4,-,1,6974034,6974652,619
innexin,Drosophila melanogaster,project/data/references/innexins/Drosophila_melanogaster/ogre__P27716.fasta,P27716,ogre,gene-Dmel_CG3039,ogre,optic ganglion reduced,rna-NM_001272371.1,NM_001272371.1,NC_004354.4,-,2,6974731,6975083,353
innexin,Drosophila melanogaster,project/data/references/innexins/Drosophila_melanogaster/ogre__P27716.fasta,P27716,ogre,gene-Dmel_CG3039,ogre,optic ganglion reduced,rna-NM_001272371.1,NM_001272371.1,NC_004354.4,-,3,6975151,6975306,156
innexin,Drosophila melanogaster,project/data/references/innexins/Drosophila_melanogaster/ogre__P27716.fasta,P27716,ogre,gene-Dmel_CG3039,ogre,optic ganglion reduced,rna-NM_001272371.1,NM_001272371.1,NC_004354.4,-,4,6976023,6976130,108
innexin,Drosophila melanogaster,project/data/references/innexins/Drosophila_melanogaster/ogre__P27716.fasta,P27716,ogre,gene-Dmel_CG3039,ogre,optic ganglion reduced,rna-NM_001272371.1,NM_001272371.1,NC_004354.4,-,5,6977159,6977588,430
innexin,Drosophila melanogaster,project/data/references/innexins/Drosophila_melanogaster/ogre__P27716.fasta,P27716,ogre,gene-Dmel_CG3039,ogre,optic ganglion reduced,rna-NM_001272371.1,NM_001272371.1,NC_004354.4,-,6,6981189,6981462,274
innexin,Drosophila melanogaster,project/data/references/innexins/Drosophila_melanogaster/ogre__P27716.fasta,P27716,ogre,gene-Dmel_CG3039,ogre,optic ganglion reduced,rna-NM_001272371.1,NM_001272371.1,NC_004354.4,-,7,6983513,6984502,990
innexin,Drosophila melanogaster,project/data/references/innexins/Drosophila_melanogaster/ogre__P27716.fasta,P27716,ogre,gene-Dmel_CG3039,ogre,optic ganglion reduced,rna-NM_001272371.1,NM_001272371.1,NC_004354.4,-,8,6985531,6985668,138
innexin,Drosophila melanogaster,project/data/references/innexins/Drosophila_melanogaster/ogre__P27716.fasta,P27716,ogre,gene-Dmel_CG3039,ogre,optic ganglion reduced,rna-NM_080085.5,NM_080085.5,NC_004354.4,-,1,6974034,6974652,619
innexin,Drosophila melanogaster,project/data/references/innexins/Drosophila_melanogaster/ogre__P27716.fasta,P27716,ogre,gene-Dmel_CG3039,ogre,optic ganglion reduced,rna-NM_080085.5,NM_080085.5,NC_004354.4,-,2,6974731,6975083,353
innexin,Drosophila melanogaster,project/data/references/innexins/Drosophila_melanogaster/ogre__P27716.fasta,P27716,ogre,gene-Dmel_CG3039,ogre,optic ganglion reduced,rna-NM_080085.5,NM_080085.5,NC_004354.4,-,3,6975151,6975306,156
innexin,Drosophila melanogaster,project/data/references/innexins/Drosophila_melanogaster/ogre__P27716.fasta,P27716,ogre,gene-Dmel_CG3039,ogre,optic ganglion reduced,rna-NM_080085.5,NM_080085.5,NC_004354.4,-,4,6976023,6976130,108
innexin,Drosophila melanogaster,project/data/references/innexins/Drosophila_melanogaster/ogre__P27716.fasta,P27716,ogre,gene-Dmel_CG3039,ogre,optic ganglion reduced,rna-NM_080085.5,NM_080085.5,NC_004354.4,-,5,6977159,6977588,430
innexin,Drosophila melanogaster,project/data/references/innexins/Drosophila_melanogaster/ogre__P27716.fasta,P27716,ogre,gene-Dmel_CG3039,ogre,optic ganglion reduced,rna-NM_080085.5,NM_080085.5,NC_004354.4,-,6,6981189,6981683,495
innexin,Drosophila melanogaster,project/data/references/innexins/Drosophila_melanogaster/ogre__P27716.fasta,P27716,ogre,gene-Dmel_CG3039,ogre,optic ganglion reduced,rna-NM_167101.3,NM_167101.3,NC_004354.4,-,1,6974034,6974652,619
innexin,Drosophila melanogaster,project/data/references/innexins/Drosophila_melanogaster/ogre__P27716.fasta,P27716,ogre,gene-Dmel_CG3039,ogre,optic ganglion reduced,rna-NM_167101.3,NM_167101.3,NC_004354.4,-,2,6974731,6975083,353
innexin,Drosophila melanogaster,project/data/references/innexins/Drosophila_melanogaster/ogre__P27716.fasta,P27716,ogre,gene-Dmel_CG3039,ogre,optic ganglion reduced,rna-NM_167101.3,NM_167101.3,NC_004354.4,-,3,6975151,6975306,156
innexin,Drosophila melanogaster,project/data/references/innexins/Drosophila_melanogaster/ogre__P27716.fasta,P27716,ogre,gene-Dmel_CG3039,ogre,optic ganglion reduced,rna-NM_167101.3,NM_167101.3,NC_004354.4,-,4,6976023,6976130,108
innexin,Drosophila melanogaster,project/data/references/innexins/Drosophila_melanogaster/ogre__P27716.fasta,P27716,ogre,gene-Dmel_CG3039,ogre,optic ganglion reduced,rna-NM_167101.3,NM_167101.3,NC_004354.4,-,5,6977159,6977588,430
innexin,Drosophila melanogaster,project/data/references/innexins/Drosophila_melanogaster/ogre__P27716.fasta,P27716,ogre,gene-Dmel_CG3039,ogre,optic ganglion reduced,rna-NM_167101.3,NM_167101.3,NC_004354.4,-,6,6980859,6980994,136
innexin,Drosophila melanogaster,project/data/references/innexins/Drosophila_melanogaster/ogre__P27716.fasta,P27716,ogre,gene-Dmel_CG3039,ogre,optic ganglion reduced,rna-NM_001272370.1,NM_001272370.1,NC_004354.4,-,1,6974034,6974652,619
innexin,Drosophila melanogaster,project/data/references/innexins/Drosophila_melanogaster/ogre__P27716.fasta,P27716,ogre,gene-Dmel_CG3039,ogre,optic ganglion reduced,rna-NM_001272370.1,NM_001272370.1,NC_004354.4,-,2,6974731,6975083,353
innexin,Drosophila melanogaster,project/data/references/innexins/Drosophila_melanogaster/ogre__P27716.fasta,P27716,ogre,gene-Dmel_CG3039,ogre,optic ganglion reduced,rna-NM_001272370.1,NM_001272370.1,NC_004354.4,-,3,6975151,6975306,156
innexin,Drosophila melanogaster,project/data/references/innexins/Drosophila_melanogaster/ogre__P27716.fasta,P27716,ogre,gene-Dmel_CG3039,ogre,optic ganglion reduced,rna-NM_001272370.1,NM_001272370.1,NC_004354.4,-,4,6976023,6976130,108
innexin,Drosophila melanogaster,project/data/references/innexins/Drosophila_melanogaster/ogre__P27716.fasta,P27716,ogre,gene-Dmel_CG3039,ogre,optic ganglion reduced,rna-NM_001272370.1,NM_001272370.1,NC_004354.4,-,5,6977159,6977588,430
