panel,mode,species,family,gene_id,name,chrom,start,end,strand,is_goi
connexin_GJB1_cross_species,cross_species,Bos taurus — GJB1,connexin,gene-IL2RG,IL2RG,NC_037357.1,79521642,79525287,+,no
connexin_GJB1_cross_species,cross_species,Bos taurus — GJB1,connexin,gene-CXHXorf65,CXHXorf65,NC_037357.1,79525373,79527761,+,no
connexin_GJB1_cross_species,cross_species,Bos taurus — GJB1,connexin,gene-FOXO4,FOXO4,NC_037357.1,79528188,79535459,-,no
connexin_GJB1_cross_species,cross_species,Bos taurus — GJB1,connexin,gene-SNX12,SNX12,NC_037357.1,79555843,79618906,+,no
connexin_GJB1_cross_species,cross_species,Bos taurus — GJB1,connexin,gene-LOC132344312,LOC132344312,NC_037357.1,79599693,79615374,-,no
connexin_GJB1_cross_species,cross_species,Equus caballus — GJB1,connexin,gene-SNX12,SNX12,NC_091715.1,67510226,67605615,-,no
connexin_GJB1_cross_species,cross_species,Equus caballus — GJB1,connexin,gene-FOXO4,FOXO4,NC_091715.1,67623630,67631356,+,no
connexin_GJB1_cross_species,cross_species,Equus caballus — GJB1,connexin,gene-CXHXorf65,CXHXorf65,NC_091715.1,67631702,67634198,-,no
connexin_GJB1_cross_species,cross_species,Equus caballus — GJB1,connexin,gene-IL2RG,IL2RG,NC_091715.1,67634201,67639835,-,no
connexin_GJB1_cross_species,cross_species,Equus caballus — GJB1,connexin,gene-MED12,MED12,NC_091715.1,67639885,67661071,+,no
connexin_GJB1_cross_species,cross_species,Equus caballus — GJB1,connexin,gene-NLGN3,NLGN3,NC_091715.1,67662843,67684510,+,no
connexin_GJB1_cross_species,cross_species,Equus caballus — GJB1,connexin,gene-LOC138922023,LOC138922023,NC_091715.1,67676827,67681196,-,no
connexin_GJB1_cross_species,cross_species,Equus caballus — GJB1,connexin,gene-LOC138922022,LOC138922022,NC_091715.1,67688607,67707259,-,no
connexin_GJB1_cross_species,cross_species,Equus caballus — GJB1,connexin,gene-GJB1,GJB1,NC_091715.1,67714869,67724472,+,yes
connexin_GJB1_cross_species,cross_species,Equus caballus — GJB1,connexin,gene-ZMYM3,ZMYM3,NC_091715.1,67733560,67748548,-,no
connexin_GJB1_cross_species,cross_species,Equus caballus — GJB1,connexin,gene-LOC111771543,LOC111771543,NC_091715.1,67748530,67762619,+,no
connexin_GJB1_cross_species,cross_species,Equus caballus — GJB1,connexin,gene-NONO,NONO,NC_091715.1,67767324,67782780,+,no
connexin_GJB1_cross_species,cross_species,Equus caballus — GJB1,connexin,gene-ITGB1BP2,ITGB1BP2,NC_091715.1,67783261,67810121,+,no
connexin_GJB1_cross_species,cross_species,Equus caballus — GJB1,connexin,gene-RHOG2,RHOG2,NC_091715.1,67835378,67842991,+,no
connexin_GJB1_cross_species,cross_species,Equus caballus — GJB1,connexin,gene-TAF1,TAF1,NC_091715.1,67846755,67918472,+,no
connexin_GJB1_cross_species,cross_species,Homo sapiens — GJB1,connexin,gene-SNX12,SNX12,NC_000023.11,71059247,71073426,-,no
connexin_GJB1_cross_species,cross_species,Homo sapiens — GJB1,connexin,gene-FOXO4,FOXO4,NC_000023.11,71095851,71103532,+,no
connexin_GJB1_cross_species,cross_species,Homo sapiens — GJB1,connexin,gene-CXorf65,CXorf65,NC_000023.11,71103889,71106740,-,no
connexin_GJB1_cross_species,cross_species,Homo sapiens — GJB1,connexin,gene-IL2RG,IL2RG,NC_000023.11,71107404,71111577,-,no
connexin_GJB1_cross_species,cross_species,Homo sapiens — GJB1,connexin,gene-MED12,MED12,NC_000023.11,71118596,71142450,+,no
connexin_GJB1_cross_species,cross_species,Homo sapiens — GJB1,connexin,gene-LOC124905197,LOC124905197,NC_000023.11,71142546,71152320,-,no
connexin_GJB1_cross_species,cross_species,Homo sapiens — GJB1,connexin,gene-NLGN3,NLGN3,NC_000023.11,71144841,71175307,+,no
connexin_GJB1_cross_species,cross_species,Homo sapiens — GJB1,connexin,gene-LOC107985688,LOC107985688,NC_000023.11,71183382,71198193,-,no
connexin_GJB1_cross_species,cross_species,Homo sapiens — GJB1,connexin,gene-GJB1,GJB1,NC_000023.11,71215239,71225516,+,yes
connexin_GJB1_cross_species,cross_species,Homo sapiens — GJB1,connexin,gene-ZMYM3,ZMYM3,NC_000023.11,71239624,71255290,-,no
connexin_GJB1_cross_species,cross_species,Homo sapiens — GJB1,connexin,gene-LOC105373247,LOC105373247,NC_000023.11,71254808,71272792,+,no
connexin_GJB1_cross_species,cross_species,Homo sapiens — GJB1,connexin,gene-NONO,NONO,NC_000023.11,71283635,71301168,+,no
connexin_GJB1_cross_species,cross_species,Homo sapiens — GJB1,connexin,gene-ITGB1BP2,ITGB1BP2,NC_000023.11,71301750,71305371,+,no
connexin_GJB1_cross_species,cross_species,Homo sapiens — GJB1,connexin,gene-LOC124905198,LOC124905198,NC_000023.11,71347964,71361833,+,no
connexin_GJB1_cross_species,cross_species,Homo sapiens — GJB1,connexin,gene-TAF1,TAF1,NC_000023.11,71366357,71530525,+,no
connexin_GJB1_cross_species,cross_species,Macaca fascicularis — GJB1,connexin,gene-SNX12,SNX12,NC_088395.1,77759741,77769465,-,no
connexin_GJB1_cross_species,cross_species,Macaca fascicularis — GJB1,connexin,gene-FOXO4,FOXO4,NC_088395.1,77797752,77805444,+,no
connexin_GJB1_cross_species,cross_species,Macaca fascicularis — GJB1,connexin,gene-CXHXorf65,CXHXorf65,NC_088395.1,77805874,77809157,-,no
connexin_GJB1_cross_species,cross_species,Macaca fascicularis — GJB1,connexin,gene-IL2RG,IL2RG,NC_088395.1,77809296,77820047,-,no
connexin_GJB1_cross_species,cross_species,Macaca fascicularis — GJB1,connexin,gene-MED12,MED12,NC_088395.1,77820137,77843602,+,no
connexin_GJB1_cross_species,cross_species,Macaca fascicularis — GJB1,connexin,gene-NLGN3,NLGN3,NC_088395.1,77846032,77872893,+,no
connexin_GJB1_cross_species,cross_species,Macaca fascicularis — GJB1,connexin,gene-LOC123571107,LOC123571107,NC_088395.1,77850286,77900457,-,no
connexin_GJB1_cross_species,cross_species,Macaca fascicularis — GJB1,connexin,gene-GJB1,GJB1,NC_088395.1,77917988,77929725,+,yes
connexin_GJB1_cross_species,cross_species,Macaca fascicularis — GJB1,connexin,gene-ZMYM3,ZMYM3,NC_088395.1,77943981,77959362,-,no
connexin_GJB1_cross_species,cross_species,Macaca fascicularis — GJB1,connexin,gene-NONO,NONO,NC_088395.1,77988542,78007128,+,no
connexin_GJB1_cross_species,cross_species,Macaca fascicularis — GJB1,connexin,gene-ITGB1BP2,ITGB1BP2,NC_088395.1,78007704,78011633,+,no
connexin_GJB1_cross_species,cross_species,Macaca fascicularis — GJB1,connexin,gene-TAF1,TAF1,NC_088395.1,78074517,78172980,+,no
connexin_GJB2_cross_species,cross_species,Bos taurus — GJB2,connexin,gene-RCAN1,RCAN1,NC_037328.1,882105,1002231,+,no
connexin_GJB2_cross_species,cross_species,Bos taurus — GJB2,connexin,gene-LOC132345447,LOC132345447,NC_037328.1,915557,957120,+,no
connexin_GJB2_cross_species,cross_species,Bos taurus — GJB2,connexin,gene-KCNE1,KCNE1,NC_037328.1,1040523,1047096,+,no
connexin_GJB2_cross_species,cross_species,Bos taurus — GJB2,connexin,gene-LOC101904627,LOC101904627,NC_037328.1,1061265,1061597,+,no
connexin_GJB2_cross_species,cross_species,Bos taurus — GJB2,connexin,gene-SMIM34,SMIM34,NC_037328.1,1074576,1078030,+,no
connexin_GJB2_cross_species,cross_species,Bos taurus — GJB2,connexin,gene-C21orf140,C21orf140,NC_037328.1,1096408,1101672,-,no
connexin_GJB2_cross_species,cross_species,Bos taurus — GJB2,connexin,gene-SMIM11,SMIM11,NC_037328.1,1102879,1118312,-,no
connexin_GJB2_cross_species,cross_species,Bos taurus — GJB2,connexin,gene-KCNE2,KCNE2,NC_037328.1,1123941,1131748,-,yes
connexin_GJB2_cross_species,cross_species,Bos taurus — GJB2,connexin,gene-LOC112447088,LOC112447088,NC_037328.1,1239100,1241373,+,no
connexin_GJB2_cross_species,cross_species,Gorilla gorilla gorilla — GJB2,connexin,gene-LOC129532372,LOC129532372,NC_073224.2,5448031,5463434,-,no
connexin_GJB2_cross_species,cross_species,Gorilla gorilla gorilla — GJB2,connexin,gene-LOC101144634,LOC101144634,NC_073224.2,5567034,5584530,-,yes
connexin_GJB2_cross_species,cross_species,Gorilla gorilla gorilla — GJB2,connexin,gene-LOC115933513,LOC115933513,NC_073224.2,5573406,5573511,+,no
connexin_GJB2_cross_species,cross_species,Gorilla gorilla gorilla — GJB2,connexin,gene-TRNAE-CUC,TRNAE-CUC,NC_073224.2,5616434,5616505,-,no
connexin_GJB2_cross_species,cross_species,Gorilla gorilla gorilla — GJB2,connexin,gene-TRNAL-CAA,TRNAL-CAA,NC_073224.2,5616795,5616900,-,no
connexin_GJB2_cross_species,cross_species,Gorilla gorilla gorilla — GJB2,connexin,gene-ZNF692,ZNF692,NC_073224.2,5631660,5640790,+,no
connexin_GJB2_cross_species,cross_species,Gorilla gorilla gorilla — GJB2,connexin,gene-ZNF672,ZNF672,NC_073224.2,5641279,5653127,-,no
connexin_GJB2_cross_species,cross_species,Gorilla gorilla gorilla — GJB2,connexin,gene-SH3BP5L,SH3BP5L,NC_073224.2,5665229,5681321,+,no
connexin_GJB2_cross_species,cross_species,Gorilla gorilla gorilla — GJB2,connexin,gene-LOC115933511,LOC115933511,NC_073224.2,5714274,5714379,-,no
connexin_GJB2_cross_species,cross_species,Gorilla gorilla gorilla — GJB2,connexin,gene-LOC115930073,LOC115930073,NC_073224.2,5714887,5720749,+,no
connexin_GJB2_cross_species,cross_species,Homo sapiens — GJB2,connexin,gene-LINC01409,LINC01409,NC_000001.11,778798,810065,+,no
connexin_GJB2_cross_species,cross_species,Homo sapiens — GJB2,connexin,gene-LOC124903817,LOC124903817,NC_000001.11,791598,799081,+,no
connexin_GJB2_cross_species,cross_species,Homo sapiens — GJB2,connexin,gene-FAM87B,FAM87B,NC_000001.11,817371,819834,+,no
connexin_GJB2_cross_species,cross_species,Homo sapiens — GJB2,connexin,gene-LINC00115,LINC00115,NC_000001.11,826206,827522,-,no
connexin_GJB2_cross_species,cross_species,Homo sapiens — GJB2,connexin,gene-LINC01128,LINC01128,NC_000001.11,827591,859446,+,no
connexin_GJB2_cross_species,cross_species,Homo sapiens — GJB2,connexin,gene-LOC107984850,LOC107984850,NC_000001.11,860182,868202,+,no
connexin_GJB2_cross_species,cross_species,Homo sapiens — GJB2,connexin,gene-FAM41C,FAM41C,NC_000001.11,868071,876802,-,no
connexin_GJB2_cross_species,cross_species,Homo sapiens — GJB2,connexin,gene-LOC284600,LOC284600,NC_000001.11,904811,921019,+,no
connexin_GJB2_cross_species,cross_species,Homo sapiens — GJB2,connexin,gene-LINC02593,LINC02593,NC_000001.11,916818,919692,-,no
connexin_GJB2_cross_species,cross_species,Homo sapiens — GJB2,connexin,gene-LOC107985728,LOC107985728,NC_000001.11,920243,925604,-,no
connexin_GJB2_cross_species,cross_species,Homo sapiens — GJB2,connexin,gene-SAMD11,SAMD11,NC_000001.11,923923,944574,+,no
connexin_GJB2_cross_species,cross_species,Homo sapiens — GJB2,connexin,gene-NOC2L,NOC2L,NC_000001.11,944203,959256,-,yes
connexin_GJB2_cross_species,cross_species,Homo sapiens — GJB2,connexin,gene-KLHL17,KLHL17,NC_000001.11,960584,965719,+,no
connexin_GJB2_cross_species,cross_species,Homo sapiens — GJB2,connexin,gene-PLEKHN1,PLEKHN1,NC_000001.11,966482,975865,+,no
connexin_GJB2_cross_species,cross_species,Homo sapiens — GJB2,connexin,gene-PERM1,PERM1,NC_000001.11,975198,982093,-,no
connexin_GJB2_cross_species,cross_species,Homo sapiens — GJB2,connexin,gene-HES4,HES4,NC_000001.11,998964,1000097,-,no
connexin_GJB2_cross_species,cross_species,Homo sapiens — GJB2,connexin,gene-ISG15,ISG15,NC_000001.11,1013497,1014540,+,no
connexin_GJB2_cross_species,cross_species,Homo sapiens — GJB2,connexin,gene-AGRN,AGRN,NC_000001.11,1020120,1056116,+,no
connexin_GJB2_cross_species,cross_species,Homo sapiens — GJB2,connexin,gene-LOC100288175,LOC100288175,NC_000001.11,1059734,1066453,+,no
connexin_GJB2_cross_species,cross_species,Homo sapiens — GJB2,connexin,gene-LOC105378948,LOC105378948,NC_000001.11,1065635,1069337,-,no
connexin_GJB2_cross_species,cross_species,Homo sapiens — GJB2,connexin,gene-RNF223,RNF223,NC_000001.11,1070967,1074306,-,no
connexin_GJB2_cross_species,cross_species,Homo sapiens — GJB2,connexin,gene-C1orf159,C1orf159,NC_000001.11,1081823,1116089,-,no
connexin_GJB2_cross_species,cross_species,Hylobates moloch — GJB2,connexin,gene-FAM240C,FAM240C,NW_026652276.1,47170,53828,+,no
connexin_GJB2_cross_species,cross_species,Hylobates moloch — GJB2,connexin,gene-RTP5,RTP5,NW_026652276.1,75340,79758,-,no
connexin_GJB2_cross_species,cross_species,Hylobates moloch — GJB2,connexin,gene-PDCD1,PDCD1,NW_026652276.1,92511,101571,+,no
connexin_GJB2_cross_species,cross_species,Hylobates moloch — GJB2,connexin,gene-NEU4,NEU4,NW_026652276.1,118391,126127,-,no
connexin_GJB2_cross_species,cross_species,Hylobates moloch — GJB2,connexin,gene-GAL3ST2,GAL3ST2,NW_026652276.1,127313,138003,-,yes
connexin_GJB2_cross_species,cross_species,Hylobates moloch — GJB2,connexin,gene-D2HGDH,D2HGDH,NW_026652276.1,162236,193008,-,no
connexin_GJB2_cross_species,cross_species,Hylobates moloch — GJB2,connexin,gene-ING5,ING5,NW_026652276.1,201485,224792,-,no
connexin_GJB2_cross_species,cross_species,Hylobates moloch — GJB2,connexin,gene-LOC131381024,LOC131381024,NW_026652276.1,239101,242413,-,no
connexin_GJB2_cross_species,cross_species,Hylobates moloch — GJB2,connexin,gene-DTYMK,DTYMK,NW_026652276.1,242382,255689,+,no
connexin_GJB2_cross_species,cross_species,Hylobates moloch — GJB2,connexin,gene-ATG4B,ATG4B,NW_026652276.1,255775,290107,-,no
connexin_GJB2_cross_species,cross_species,Hylobates moloch — GJB2,connexin,gene-THAP4,THAP4,NW_026652276.1,290801,351226,+,no
connexin_GJB2_cross_species,cross_species,Macaca mulatta — GJB2,connexin,gene-PGBD2,PGBD2,NC_133406.1,53679,73341,-,yes
connexin_GJB2_cross_species,cross_species,Macaca mulatta — GJB2,connexin,gene-LOC114674980,LOC114674980,NC_133406.1,61207,61309,+,no
connexin_GJB2_cross_species,cross_species,Macaca mulatta — GJB2,connexin,gene-LOC144337605,LOC144337605,NC_133406.1,78583,80353,-,no
connexin_GJB2_cross_species,cross_species,Macaca mulatta — GJB2,connexin,gene-TRNAE-CUC,TRNAE-CUC,NC_133406.1,103419,103490,-,no
connexin_GJB2_cross_species,cross_species,Macaca mulatta — GJB2,connexin,gene-ZNF692,ZNF692,NC_133406.1,103639,127790,+,no
connexin_GJB2_cross_species,cross_species,Macaca mulatta — GJB2,connexin,gene-TRNAL-CAA,TRNAL-CAA,NC_133406.1,103771,103876,-,no
connexin_GJB2_cross_species,cross_species,Macaca mulatta — GJB2,connexin,gene-LOC114678402,LOC114678402,NC_133406.1,117300,119590,-,no
connexin_GJB2_cross_species,cross_species,Macaca mulatta — GJB2,connexin,gene-ZNF672,ZNF672,NC_133406.1,128243,138681,-,no
connexin_GJB2_cross_species,cross_species,Macaca mulatta — GJB2,connexin,gene-LOC144340027,LOC144340027,NC_133406.1,142173,149281,-,no
connexin_GJB2_cross_species,cross_species,Macaca mulatta — GJB2,connexin,gene-SH3BP5L,SH3BP5L,NC_133406.1,149685,164843,+,no
connexin_GJB2_cross_species,cross_species,Macaca mulatta — GJB2,connexin,gene-LYPD8,LYPD8,NC_133406.1,212747,228663,+,no
connexin_GJB2_cross_species,cross_species,Ovis aries — GJB2,connexin,gene-LOC114112203,LOC114112203,NC_056054.1,45119,51304,-,no
connexin_GJB2_cross_species,cross_species,Ovis aries — GJB2,connexin,gene-LOC114110836,LOC114110836,NC_056054.1,51269,53299,-,no
connexin_GJB2_cross_species,cross_species,Ovis aries — GJB2,connexin,gene-LOC114113923,LOC114113923,NC_056054.1,74992,78049,-,no
connexin_GJB2_cross_species,cross_species,Ovis aries — GJB2,connexin,gene-LOC114112459,LOC114112459,NC_056054.1,78387,85477,+,no
connexin_GJB2_cross_species,cross_species,Ovis aries — GJB2,connexin,gene-FAM240C,FAM240C,NC_056054.1,118163,129479,+,no
connexin_GJB2_cross_species,cross_species,Ovis aries — GJB2,connexin,gene-RTP5,RTP5,NC_056054.1,147143,154344,-,no
connexin_GJB2_cross_species,cross_species,Ovis aries — GJB2,connexin,gene-PDCD1,PDCD1,NC_056054.1,158177,167538,+,no
connexin_GJB2_cross_species,cross_species,Ovis aries — GJB2,connexin,gene-NEU4,NEU4,NC_056054.1,176075,180398,-,no
connexin_GJB2_cross_species,cross_species,Ovis aries — GJB2,connexin,gene-GAL3ST2,GAL3ST2,NC_056054.1,182719,205096,-,yes
connexin_GJB2_cross_species,cross_species,Ovis aries — GJB2,connexin,gene-D2HGDH,D2HGDH,NC_056054.1,209837,236694,-,no
connexin_GJB2_cross_species,cross_species,Ovis aries — GJB2,connexin,gene-ING5,ING5,NC_056054.1,237662,255035,-,no
connexin_GJB2_cross_species,cross_species,Ovis aries — GJB2,connexin,gene-LOC132657729,LOC132657729,NC_056054.1,244888,245794,-,no
connexin_GJB2_cross_species,cross_species,Ovis aries — GJB2,connexin,gene-DTYMK,DTYMK,NC_056054.1,262134,269370,+,no
connexin_GJB2_cross_species,cross_species,Ovis aries — GJB2,connexin,gene-ATG4B,ATG4B,NC_056054.1,271471,287952,-,no
connexin_GJB2_cross_species,cross_species,Ovis aries — GJB2,connexin,gene-THAP4,THAP4,NC_056054.1,288159,323379,+,no
connexin_GJB2_cross_species,cross_species,Ovis aries — GJB2,connexin,gene-BOK,BOK,NC_056054.1,332041,343977,-,no
connexin_GJB2_cross_species,cross_species,Ovis aries — GJB2,connexin,gene-STK25,STK25,NC_056054.1,367327,376846,+,no
connexin_GJB2_cross_species,cross_species,Ovis aries — GJB2,connexin,gene-FARP2,FARP2,NC_056054.1,376959,477890,-,no
connexin_GJB2_cross_species,cross_species,Pongo pygmaeus — GJB2,connexin,gene-PGBD2,PGBD2,NC_072373.2,47219,63875,-,yes
connexin_GJB2_cross_species,cross_species,Pongo pygmaeus — GJB2,connexin,gene-LOC129023309,LOC129023309,NC_072373.2,53903,54006,+,no
connexin_GJB2_cross_species,cross_species,Pongo pygmaeus — GJB2,connexin,gene-TRNAE-CUC,TRNAE-CUC,NC_072373.2,95724,95795,-,no
connexin_GJB2_cross_species,cross_species,Pongo pygmaeus — GJB2,connexin,gene-TRNAL-CAA,TRNAL-CAA,NC_072373.2,96180,96285,-,no
connexin_GJB2_cross_species,cross_species,Pongo pygmaeus — GJB2,connexin,gene-ZNF692,ZNF692,NC_072373.2,111129,120283,+,no
connexin_GJB2_cross_species,cross_species,Pongo pygmaeus — GJB2,connexin,gene-ZNF672,ZNF672,NC_072373.2,120772,132451,-,no
connexin_GJB2_cross_species,cross_species,Pongo pygmaeus — GJB2,connexin,gene-SH3BP5L,SH3BP5L,NC_072373.2,142613,158762,+,no
connexin_GJB2_cross_species,cross_species,Pongo pygmaeus — GJB2,connexin,gene-LYPD8,LYPD8,NC_072373.2,197307,230215,+,no
connexin_GJB3_cross_species,cross_species,Bos taurus — GJB3,connexin,gene-DLGAP3,DLGAP3,NC_037330.1,110766002,110827929,+,no
connexin_GJB3_cross_species,cross_species,Bos taurus — GJB3,connexin,gene-SMIM12,SMIM12,NC_037330.1,110835257,110839537,+,no
connexin_GJB3_cross_species,cross_species,Bos taurus — GJB3,connexin,gene-GJA4,GJA4,NC_037330.1,110888194,110890928,-,no
connexin_GJB3_cross_species,cross_species,Bos taurus — GJB3,connexin,gene-GJB3,GJB3,NC_037330.1,110900180,110905849,-,yes
connexin_GJB3_cross_species,cross_species,Bos taurus — GJB3,connexin,gene-GJB4,GJB4,NC_037330.1,110927018,110930974,-,no
connexin_GJB3_cross_species,cross_species,Bos taurus — GJB3,connexin,gene-LOC132344948,LOC132344948,NC_037330.1,110928025,110930842,+,no
connexin_GJB3_cross_species,cross_species,Bos taurus — GJB3,connexin,gene-GJB5,GJB5,NC_037330.1,110930961,110948304,-,no
connexin_GJB3_cross_species,cross_species,Homo sapiens — GJB3,connexin,gene-LOC105378641,LOC105378641,NC_000001.11,34457859,34685319,-,no
connexin_GJB3_cross_species,cross_species,Homo sapiens — GJB3,connexin,gene-MIR552,MIR552,NC_000001.11,34669599,34669694,-,no
connexin_GJB3_cross_species,cross_species,Homo sapiens — GJB3,connexin,gene-LOC105378642,LOC105378642,NC_000001.11,34710017,34724256,-,no
connexin_GJB3_cross_species,cross_species,Homo sapiens — GJB3,connexin,gene-GJB5,GJB5,NC_000001.11,34755047,34758512,+,no
connexin_GJB3_cross_species,cross_species,Homo sapiens — GJB3,connexin,gene-GJB4,GJB4,NC_000001.11,34759740,34762327,+,no
connexin_GJB3_cross_species,cross_species,Homo sapiens — GJB3,connexin,gene-GJB3,GJB3,NC_000001.11,34781214,34786364,+,yes
connexin_GJB3_cross_species,cross_species,Homo sapiens — GJB3,connexin,gene-GJA4,GJA4,NC_000001.11,34792999,34795747,+,no
connexin_GJB3_cross_species,cross_species,Homo sapiens — GJB3,connexin,gene-SMIM12,SMIM12,NC_000001.11,34850362,34859749,-,no
connexin_GJB3_cross_species,cross_species,Homo sapiens — GJB3,connexin,gene-DLGAP3,DLGAP3,NC_000001.11,34865436,34929650,-,no
connexin_GJB6_cross_species,cross_species,Gallus gallus — GJB6,connexin,gene-XPO4,XPO4,NC_052532.1,178586746,178654479,+,no
connexin_GJB6_cross_species,cross_species,Gallus gallus — GJB6,connexin,gene-EEF1AKMT1,EEF1AKMT1,NC_052532.1,178664441,178674194,+,no
connexin_GJB6_cross_species,cross_species,Gallus gallus — GJB6,connexin,gene-IFT88,IFT88,NC_052532.1,178690633,178724582,-,no
connexin_GJB6_cross_species,cross_species,Gallus gallus — GJB6,connexin,gene-CRYL1,CRYL1,NC_052532.1,178731281,178781729,+,no
connexin_GJB6_cross_species,cross_species,Gallus gallus — GJB6,connexin,gene-LOC101747286,LOC101747286,NC_052532.1,178803539,178809983,-,no
connexin_GJB6_cross_species,cross_species,Gallus gallus — GJB6,connexin,gene-GJB6,GJB6,NC_052532.1,178811318,178820870,+,yes
connexin_GJB6_cross_species,cross_species,Gallus gallus — GJB6,connexin,gene-GJB2,GJB2,NC_052532.1,178837883,178842766,+,no
connexin_GJB6_cross_species,cross_species,Gallus gallus — GJB6,connexin,gene-GJA3,GJA3,NC_052532.1,178850882,178864581,+,no
connexin_GJB6_cross_species,cross_species,Gallus gallus — GJB6,connexin,gene-ZMYM2,ZMYM2,NC_052532.1,178898480,178992739,-,no
connexin_GJB6_cross_species,cross_species,Gallus gallus — GJB6,connexin,gene-LOC121107122,LOC121107122,NC_052532.1,178992947,178996943,+,no
connexin_GJB6_cross_species,cross_species,Homo sapiens — GJB6,connexin,gene-ZMYM2,ZMYM2,NC_000013.11,19863840,20089115,+,no
connexin_GJB6_cross_species,cross_species,Homo sapiens — GJB6,connexin,gene-LINC01072,LINC01072,NC_000013.11,20102701,20103230,+,no
connexin_GJB6_cross_species,cross_species,Homo sapiens — GJB6,connexin,gene-LOC105370101,LOC105370101,NC_000013.11,20105328,20119789,-,no
connexin_GJB6_cross_species,cross_species,Homo sapiens — GJB6,connexin,gene-LOC124903128,LOC124903128,NC_000013.11,20135584,20138392,+,no
connexin_GJB6_cross_species,cross_species,Homo sapiens — GJB6,connexin,gene-GJA3,GJA3,NC_000013.11,20138255,20161565,-,no
connexin_GJB6_cross_species,cross_species,Homo sapiens — GJB6,connexin,gene-LOC107984553,LOC107984553,NC_000013.11,20178956,20186191,-,no
connexin_GJB6_cross_species,cross_species,Homo sapiens — GJB6,connexin,gene-GJB2,GJB2,NC_000013.11,20187470,20192938,-,no
connexin_GJB6_cross_species,cross_species,Homo sapiens — GJB6,connexin,gene-GJB6,GJB6,NC_000013.11,20221962,20232319,-,yes
connexin_GJB6_cross_species,cross_species,Homo sapiens — GJB6,connexin,gene-LOC105370102,LOC105370102,NC_000013.11,20295688,20326221,+,no
connexin_GJB6_cross_species,cross_species,Homo sapiens — GJB6,connexin,gene-CRYL1,CRYL1,NC_000013.11,20403669,20525857,-,no
connexin_GJC1_cross_species,cross_species,Canis lupus familiaris — GJC1,connexin,gene-LOC111097344,LOC111097344,NC_049230.1,18400535,18410892,-,no
connexin_GJC1_cross_species,cross_species,Canis lupus familiaris — GJC1,connexin,gene-C1QL1,C1QL1,NC_049230.1,18411242,18417965,+,no
connexin_GJC1_cross_species,cross_species,Canis lupus familiaris — GJC1,connexin,gene-KIF18B,KIF18B,NC_049230.1,18428507,18449250,+,no
connexin_GJC1_cross_species,cross_species,Canis lupus familiaris — GJC1,connexin,gene-GFAP,GFAP,NC_049230.1,18456787,18466393,+,no
connexin_GJC1_cross_species,cross_species,Canis lupus familiaris — GJC1,connexin,gene-FAM187A,FAM187A,NC_049230.1,18465856,18468358,-,no
connexin_GJC1_cross_species,cross_species,Canis lupus familiaris — GJC1,connexin,gene-CCDC103,CCDC103,NC_049230.1,18468471,18472881,-,no
connexin_GJC1_cross_species,cross_species,Canis lupus familiaris — GJC1,connexin,gene-EFTUD2,EFTUD2,NC_049230.1,18472819,18518366,+,no
connexin_GJC1_cross_species,cross_species,Canis lupus familiaris — GJC1,connexin,gene-HIGD1B,HIGD1B,NC_049230.1,18518837,18521450,-,no
connexin_GJC1_cross_species,cross_species,Canis lupus familiaris — GJC1,connexin,gene-GJC1,GJC1,NC_049230.1,18573413,18574603,+,yes
connexin_GJC1_cross_species,cross_species,Canis lupus familiaris — GJC1,connexin,gene-ADAM11,ADAM11,NC_049230.1,18598557,18615755,-,no
connexin_GJC1_cross_species,cross_species,Canis lupus familiaris — GJC1,connexin,gene-DBF4B,DBF4B,NC_049230.1,18621510,18654920,-,no
connexin_GJC1_cross_species,cross_species,Canis lupus familiaris — GJC1,connexin,gene-CCDC43,CCDC43,NC_049230.1,18670470,18680350,+,no
connexin_GJC1_cross_species,cross_species,Canis lupus familiaris — GJC1,connexin,gene-MEIOC,MEIOC,NC_049230.1,18682095,18700798,-,no
connexin_GJC1_cross_species,cross_species,Canis lupus familiaris — GJC1,connexin,gene-LOC119873494,LOC119873494,NC_049230.1,18714385,18714514,-,no
connexin_GJC1_cross_species,cross_species,Cricetulus griseus — GJC1,connexin,gene-C1ql1,C1ql1,NC_048600.1,115175950,115182463,+,no
connexin_GJC1_cross_species,cross_species,Cricetulus griseus — GJC1,connexin,gene-Kif18b,Kif18b,NC_048600.1,115193520,115216827,+,no
connexin_GJC1_cross_species,cross_species,Cricetulus griseus — GJC1,connexin,gene-Gfap,Gfap,NC_048600.1,115225236,115232444,+,no
connexin_GJC1_cross_species,cross_species,Cricetulus griseus — GJC1,connexin,gene-Fam187a,Fam187a,NC_048600.1,115228401,115235836,-,no
connexin_GJC1_cross_species,cross_species,Cricetulus griseus — GJC1,connexin,gene-Ccdc103,Ccdc103,NC_048600.1,115235951,115240007,-,no
connexin_GJC1_cross_species,cross_species,Cricetulus griseus — GJC1,connexin,gene-Eftud2,Eftud2,NC_048600.1,115240214,115284588,+,no
connexin_GJC1_cross_species,cross_species,Cricetulus griseus — GJC1,connexin,gene-Higd1b,Higd1b,NC_048600.1,115285108,115286476,-,no
connexin_GJC1_cross_species,cross_species,Cricetulus griseus — GJC1,connexin,gene-Gjc1,Gjc1,NC_048600.1,115323716,115325011,+,yes
