species,seqid,start,end,strand,identity,aa_length,cys,el1_cys,el2_cys,el_motif,tm_pred,target,product_exported
Brachionus_koreanus,PJRA01000506.1,394873,395967,+,0.2746,315,8,,,unresolved,0,sp|Q9V3W6|INX7_DROME 1 312,no
Brachionus_koreanus,PJRA01000555.1,1334925,1336022,+,0.4321,366,9,2,2,pass,4,sp|O01393|UNC9_CAEEL 20 375,yes
Brachionus_koreanus,PJRA01000555.1,1340882,1341979,-,0.4321,366,9,2,2,pass,4,sp|O01393|UNC9_CAEEL 20 375,yes
Brachionus_manjavacas,JAHQIY010000001.1,2975110,2979622,-,0.3141,414,10,,,unresolved,0,sp|O01393|UNC9_CAEEL 1 386,no
Brachionus_manjavacas,JAHQIY010000001.1,3683723,3686938,-,0.3358,392,14,2,2,pass,5,sp|Q03412|UNC7_CAEEL 136 507,yes
Brachionus_manjavacas,JAHQIY010000004.1,8292226,8293444,+,0.2754,361,4,2,2,pass,4,sp|P33085|SHAKB_DROME 8 358,yes
Brachionus_manjavacas,JAHQIY010000010.1,3042979,3051256,-,0.2378,369,7,2,2,pass,4,sp|Q9U3K5|INX2_CAEEL 27 338,yes
Brachionus_manjavacas,JAHQIY010000020.1,863382,864479,+,0.4158,366,10,2,2,pass,4,sp|O01393|UNC9_CAEEL 20 375,yes
Drosophila_melanogaster,NC_004354.4,6966889,6977889,-,0.4060,397,14,,,unresolved,,sp|Q9VAS7|INX3_DROME 1 395,yes
Drosophila_melanogaster,NC_004354.4,6974430,6977407,-,1.0000,362,13,,,unresolved,,sp|P27716|INX1_DROME 1 362,yes
Drosophila_melanogaster,NC_004354.4,6991730,6993413,-,1.0000,438,7,,,unresolved,,sp|Q9V3W6|INX7_DROME 1 438,yes
Drosophila_melanogaster,NC_004354.4,6999129,7000232,+,1.0000,367,9,,,unresolved,,sp|Q9V427|INX2_DROME 1 367,yes
Drosophila_melanogaster,NC_004354.4,19168992,19170544,-,1.0000,419,13,,,unresolved,,sp|Q9VWL5|INX5_DROME 1 419,yes
Drosophila_melanogaster,NC_004354.4,20267981,20269500,-,1.0000,481,18,,,unresolved,,sp|Q9VR82|INX6_DROME 1 481,yes
Drosophila_melanogaster,NC_004354.4,20772581,20784627,-,1.0000,372,8,,,unresolved,,sp|P33085|SHAKB_DROME 1 372,yes
Drosophila_melanogaster,NT_033777.3,28854461,28857305,-,1.0000,395,9,,,unresolved,,sp|Q9VAS7|INX3_DROME 1 395,yes
Drosophila_melanogaster,NT_037436.4,6604678,6605909,-,1.0000,367,11,,,unresolved,,sp|Q9VRX6|INX4_DROME 1 367,yes
Dryodora_glandiformis,JAUELJ010069302.1,2030,3169,+,0.3456,378,8,,,unresolved,3,sp|P27716|INX1_DROME 1 357,yes
Dryodora_glandiformis,JAUELJ010180599.1,16,1005,-,0.3870,289,5,,,unresolved,0,sp|Q9V427|INX2_DROME 85 367,no
Dryodora_glandiformis,JAUELJ010241728.1,537,1556,+,0.3794,340,11,,,unresolved,3,sp|O01393|UNC9_CAEEL 54 386,yes
Dryodora_glandiformis,JAUELJ010278292.1,386,1618,-,0.3815,390,9,2,2,pass,5,sp|P27716|INX1_DROME 1 362,yes
Dryodora_glandiformis,JAUELJ010287262.1,564,1743,-,0.3950,361,10,2,2,pass,4,sp|P27716|INX1_DROME 1 362,yes
Dryodora_glandiformis,JAUELJ010300274.1,2138,3087,+,0.3100,297,7,,,unresolved,0,sp|Q9VAS7|INX3_DROME 26 310,no
Dryodora_glandiformis,JAUELJ010304231.1,3161,4877,+,0.3956,320,8,,,unresolved,0,sp|Q9V427|INX2_DROME 1 304,no
Dryodora_glandiformis,JAUELJ010305675.1,629,1771,+,0.3756,381,12,3,2,pass,4,sp|Q03412|UNC7_CAEEL 138 522,yes
Dryodora_glandiformis,JAUELJ010320623.1,212,1330,+,0.4340,318,7,,,unresolved,0,sp|Q9XYN1|INX2_SCHAM 1 304,no
Dryodora_glandiformis,JAUELJ010331040.1,2032,3400,-,0.3720,371,6,2,2,pass,5,sp|P27716|INX1_DROME 1 362,yes
Eriophyidae_sp.,CP157589.1,1945697,1946960,+,0.4862,361,8,3,2,pass,4,sp|Q9XYN1|INX2_SCHAM 1 359,yes
Eriophyidae_sp.,CP157589.1,2915530,2916757,-,0.4501,370,10,4,2,pass,4,sp|Q9V427|INX2_DROME 1 367,yes
Eriophyidae_sp.,CP157589.1,12294067,12295224,+,0.3479,386,13,,,unresolved,0,sp|P33085|SHAKB_DROME 1 354,no
Eriophyidae_sp.,CP157589.1,12771188,12772495,+,0.4439,372,14,4,2,pass,4,sp|P33085|SHAKB_DROME 1 372,yes
Eriophyidae_sp.,CP157589.1,14051685,14059085,+,0.4676,368,14,2,2,pass,4,sp|P33085|SHAKB_DROME 1 368,yes
Eriophyidae_sp.,CP157589.1,15871918,15873051,+,0.4298,362,12,2,2,pass,4,sp|P27716|INX1_DROME 1 362,yes
Eriophyidae_sp.,CP157590.1,242827,243906,+,0.4022,360,9,3,2,pass,4,sp|P27716|INX1_DROME 1 362,yes
Eriophyidae_sp.,CP157590.1,13739462,13740535,-,0.3611,358,12,,,unresolved,0,sp|Q1DH70|SHAKB_AEDAE 1 356,no
Rotaria_macrura,OENT01000008.1,127617,129968,-,0.2756,337,8,,,unresolved,0,sp|Q9XYN1|INX2_SCHAM 1 309,no
Rotaria_macrura,OENT01000045.1,119094,122499,+,0.3566,386,8,2,4,pass,5,sp|O01393|UNC9_CAEEL 1 375,yes
Rotaria_macrura,OENT01000325.1,81075,83660,-,0.3459,394,7,2,4,pass,6,sp|Q03412|UNC7_CAEEL 111 501,yes
Rotaria_macrura,OENT01000439.1,8602,9805,+,0.3151,379,12,2,2,pass,5,sp|Q03412|UNC7_CAEEL 138 499,yes
Rotaria_macrura,OENT01000724.1,43352,44665,+,0.3696,394,8,,,unresolved,0,sp|O01393|UNC9_CAEEL 20 386,no
Rotaria_macrura,OENT01000836.1,43614,44960,+,0.3483,402,8,,,unresolved,0,sp|O01393|UNC9_CAEEL 1 375,no
Rotaria_macrura,OENT01001128.1,31927,34283,+,0.3643,391,9,,,unresolved,0,sp|Q03412|UNC7_CAEEL 136 506,no
Rotaria_macrura,OENT01001165.1,23260,28470,+,0.3360,372,9,2,2,pass,4,sp|Q03412|UNC7_CAEEL 136 493,yes
Rotaria_macrura,OENT01001308.1,15354,17170,+,0.3747,387,10,,,unresolved,0,sp|O01393|UNC9_CAEEL 1 375,no
Rotaria_macrura,OENT01001412.1,35700,37859,+,0.3115,376,6,,,unresolved,0,sp|Q03412|UNC7_CAEEL 136 506,no
Rotaria_macrura,OENT01001445.1,20220,22811,-,0.3422,372,9,2,2,pass,4,sp|Q03412|UNC7_CAEEL 136 493,yes
Streblospio_benedicti,CM032659.1,26374011,26376978,-,0.3571,373,9,,,unresolved,0,sp|Q03412|UNC7_CAEEL 126 501,no
Streblospio_benedicti,CM032660.1,13839053,13840234,-,0.3763,394,11,2,2,pass,5,sp|O01393|UNC9_CAEEL 1 386,yes
Streblospio_benedicti,CM032660.1,23042723,23045752,-,0.2857,295,12,,,unresolved,0,sp|Q1DH70|SHAKB_AEDAE 20 295,no
Streblospio_benedicti,CM032660.1,23991495,23998058,-,0.3614,348,12,3,2,pass,4,sp|Q03412|UNC7_CAEEL 136 501,yes
Streblospio_benedicti,CM032660.1,38854148,38855329,-,0.2745,387,11,3,2,pass,5,sp|P33085|SHAKB_DROME 6 360,yes
Streblospio_benedicti,CM032660.1,38859763,38861016,-,0.3495,418,11,3,2,pass,5,sp|Q03412|UNC7_CAEEL 111 522,yes
Streblospio_benedicti,CM032660.1,38866359,38867540,-,0.3561,394,11,3,2,pass,4,sp|O01393|UNC9_CAEEL 1 386,yes
Streblospio_benedicti,CM032660.1,56259159,56277527,-,0.3894,348,10,3,2,pass,4,sp|O01393|UNC9_CAEEL 20 362,yes
Streblospio_benedicti,CM032661.1,36454552,36461623,-,0.3880,374,13,3,2,pass,4,sp|Q03412|UNC7_CAEEL 129 502,yes
Streblospio_benedicti,CM032663.1,21744357,21747197,+,0.3419,385,12,2,2,pass,4,sp|O01393|UNC9_CAEEL 1 379,yes
Streblospio_benedicti,CM032663.1,51675682,51681652,+,0.3733,373,9,2,2,pass,4,sp|O01393|UNC9_CAEEL 1 363,yes
Streblospio_benedicti,CM032663.1,51687301,51690892,+,0.3859,367,12,2,2,pass,5,sp|Q03412|UNC7_CAEEL 128 491,yes
Streblospio_benedicti,CM032664.1,23828860,23833501,+,0.3526,371,14,,,unresolved,0,sp|O01393|UNC9_CAEEL 12 382,no
Streblospio_benedicti,CM032666.1,10353627,10358367,-,0.3799,376,13,3,2,pass,4,sp|O01393|UNC9_CAEEL 12 381,yes
Streblospio_benedicti,CM032667.1,48163609,48184685,-,0.3677,372,9,3,2,pass,4,sp|O01393|UNC9_CAEEL 1 375,yes
Triops_cancriformis,JAHZNP010000030.1,212115,213414,+,0.4613,370,12,,,unresolved,0,sp|Q9V427|INX2_DROME 1 367,no
Triops_cancriformis,JAHZNP010000030.1,219375,220831,+,0.5635,362,8,2,2,pass,4,sp|P27716|INX1_DROME 1 361,yes
Triops_cancriformis,JAHZNP010000413.1,12368,54817,-,0.7479,357,8,2,2,pass,4,sp|P33085|SHAKB_DROME 1 356,yes
Triops_cancriformis,JAHZNP010000413.1,26761,54817,-,0.7479,357,8,2,2,pass,4,sp|P33085|SHAKB_DROME 1 356,yes
Triops_cancriformis,JAHZNP010000413.1,54455,54817,-,0.7479,357,8,2,2,pass,4,sp|P33085|SHAKB_DROME 1 356,yes
Triops_cancriformis,JAHZNP010001042.1,6737,7852,+,0.3150,372,9,,,unresolved,0,sp|Q9V3W6|INX7_DROME 12 396,no
