family,discovery_batch,species_dir,organism,candidate_id,seqid,strand,locus_start,locus_end,exon_count,protein_length,tm_helix_count,reference_identity,reference_coverage,best_reference_hit,rank_category,rank_score,validation_flags,results_dir
connexin,connexin_evolutionary_discovery,Desmognathus_fuscus,Desmognathus fuscus,candidate_inx_009,CM113871.1,+,648576683,648689546,1,366,2,0.0,0.0,,high_confidence_connexin_candidate,65.0,plausible_length;tm_helices_ok;low_reference_similarity;gene_like_exons;multiple_reference_hits,results/connexin_evolutionary_discovery/Desmognathus_fuscus
connexin,connexin_evolutionary_discovery,Desmognathus_fuscus,Desmognathus fuscus,candidate_inx_038,JBBULT010004612.1,-,2432266,2432367,1,237,2,0.0,0.0,,high_confidence_connexin_candidate,65.0,plausible_length;tm_helices_ok;low_reference_similarity;gene_like_exons;multiple_reference_hits,results/connexin_evolutionary_discovery/Desmognathus_fuscus
connexin,connexin_evolutionary_discovery,Desmognathus_fuscus,Desmognathus fuscus,candidate_inx_125,JBBULT010011602.1,-,965235,966032,1,171,10,0.0,0.0,,high_confidence_connexin_candidate,65.0,plausible_length;tm_helices_ok;low_reference_similarity;gene_like_exons;multiple_reference_hits,results/connexin_evolutionary_discovery/Desmognathus_fuscus
connexin,connexin_evolutionary_discovery,Desmognathus_fuscus,Desmognathus fuscus,candidate_inx_042,JBBULT010000027.1,-,2655469,2655588,1,167,11,0.0,0.0,,possible_connexin_candidate,55.0,plausible_length;tm_helices_ok;low_reference_similarity;gene_like_exons,results/connexin_evolutionary_discovery/Desmognathus_fuscus
connexin,connexin_evolutionary_discovery,Desmognathus_fuscus,Desmognathus fuscus,candidate_inx_094,JBBULT010000422.1,-,234871,249320,1,306,5,0.0,0.0,,possible_connexin_candidate,55.0,plausible_length;tm_helices_ok;low_reference_similarity;gene_like_exons,results/connexin_evolutionary_discovery/Desmognathus_fuscus
connexin,connexin_evolutionary_discovery,Desmognathus_fuscus,Desmognathus fuscus,candidate_inx_150,JBBULT010005048.1,+,900968,901156,1,534,6,0.0,0.0,,possible_connexin_candidate,55.0,plausible_length;tm_helices_ok;low_reference_similarity;gene_like_exons,results/connexin_evolutionary_discovery/Desmognathus_fuscus
connexin,connexin_evolutionary_discovery,Desmognathus_fuscus,Desmognathus fuscus,candidate_inx_173,JBBULT010003247.1,-,626761,626832,1,236,2,0.0,0.0,,possible_connexin_candidate,55.0,plausible_length;tm_helices_ok;low_reference_similarity;gene_like_exons,results/connexin_evolutionary_discovery/Desmognathus_fuscus
connexin,connexin_evolutionary_discovery,Desmognathus_fuscus,Desmognathus fuscus,candidate_inx_184,JBBULT010000383.1,-,164661,164729,1,311,2,0.0,0.0,,possible_connexin_candidate,55.0,plausible_length;tm_helices_ok;low_reference_similarity;gene_like_exons,results/connexin_evolutionary_discovery/Desmognathus_fuscus
connexin,connexin_evolutionary_discovery,Desmognathus_fuscus,Desmognathus fuscus,candidate_inx_190,JBBULT010002709.1,-,335758,335853,1,179,3,0.0,0.0,,possible_connexin_candidate,55.0,plausible_length;tm_helices_ok;low_reference_similarity;gene_like_exons,results/connexin_evolutionary_discovery/Desmognathus_fuscus
connexin,connexin_evolutionary_discovery,Desmognathus_fuscus,Desmognathus fuscus,candidate_inx_191,JBBULT010002709.1,-,350738,350833,1,179,3,0.0,0.0,,possible_connexin_candidate,55.0,plausible_length;tm_helices_ok;low_reference_similarity;gene_like_exons,results/connexin_evolutionary_discovery/Desmognathus_fuscus
connexin,connexin_evolutionary_discovery,Desmognathus_fuscus,Desmognathus fuscus,candidate_inx_219,JBBULT010003732.1,+,70791,70898,1,155,7,0.0,0.0,,possible_connexin_candidate,55.0,plausible_length;tm_helices_ok;low_reference_similarity;gene_like_exons,results/connexin_evolutionary_discovery/Desmognathus_fuscus
connexin,connexin_evolutionary_discovery,Desmognathus_fuscus,Desmognathus fuscus,candidate_inx_228,JBBULT010008095.1,+,520356,520496,1,717,7,0.0,0.0,,possible_connexin_candidate,55.0,plausible_length;tm_helices_ok;low_reference_similarity;gene_like_exons,results/connexin_evolutionary_discovery/Desmognathus_fuscus
connexin,connexin_evolutionary_discovery,Desmognathus_fuscus,Desmognathus fuscus,candidate_inx_241,JBBULT010003977.1,+,492721,492850,1,291,4,0.0,0.0,,possible_connexin_candidate,55.0,plausible_length;tm_helices_ok;low_reference_similarity;gene_like_exons,results/connexin_evolutionary_discovery/Desmognathus_fuscus
connexin,connexin_evolutionary_discovery,Desmognathus_fuscus,Desmognathus fuscus,candidate_inx_058,JBBULT010007085.1,+,833039,833221,1,138,3,0.0,0.0,,weak_manual_review,45.0,too_short;tm_helices_ok;low_reference_similarity;gene_like_exons;multiple_reference_hits,results/connexin_evolutionary_discovery/Desmognathus_fuscus
connexin,connexin_evolutionary_discovery,Desmognathus_fuscus,Desmognathus fuscus,candidate_inx_050,JBBULT010007286.1,+,596107,650418,1,322,1,0.0,0.0,,possible_connexin_candidate,40.0,plausible_length;few_tm_helices;low_reference_similarity;gene_like_exons;multiple_reference_hits,results/connexin_evolutionary_discovery/Desmognathus_fuscus
connexin,connexin_evolutionary_discovery,Desmognathus_fuscus,Desmognathus fuscus,candidate_inx_113,JBBULT010008250.1,+,587517,681672,1,191,1,0.0,0.0,,possible_connexin_candidate,40.0,plausible_length;few_tm_helices;low_reference_similarity;gene_like_exons;multiple_reference_hits,results/connexin_evolutionary_discovery/Desmognathus_fuscus
connexin,connexin_evolutionary_discovery,Desmognathus_fuscus,Desmognathus fuscus,candidate_inx_129,JBBULT010009279.1,-,659110,659238,1,173,1,0.0,0.0,,weak_manual_review,30.0,plausible_length;few_tm_helices;low_reference_similarity;gene_like_exons,results/connexin_evolutionary_discovery/Desmognathus_fuscus
connexin,connexin_evolutionary_discovery,Desmognathus_fuscus,Desmognathus fuscus,candidate_inx_203,JBBULT010004869.1,-,544035,544195,1,178,1,0.0,0.0,,weak_manual_review,30.0,plausible_length;few_tm_helices;low_reference_similarity;gene_like_exons,results/connexin_evolutionary_discovery/Desmognathus_fuscus
connexin,connexin_evolutionary_discovery,Desmognathus_fuscus,Desmognathus fuscus,candidate_inx_115,JBBULT010006807.1,+,258089,340800,1,287,0,0.0,0.0,,weak_manual_review,25.0,plausible_length;few_tm_helices;low_reference_similarity;gene_like_exons;complete_orf,results/connexin_evolutionary_discovery/Desmognathus_fuscus
connexin,connexin_evolutionary_discovery,Desmognathus_fuscus,Desmognathus fuscus,candidate_inx_202,JBBULT010005750.1,+,409999,410091,1,163,0,0.0,0.0,,weak_manual_review,25.0,plausible_length;few_tm_helices;low_reference_similarity;gene_like_exons;complete_orf,results/connexin_evolutionary_discovery/Desmognathus_fuscus
connexin,connexin_evolutionary_discovery,Desmognathus_fuscus,Desmognathus fuscus,candidate_inx_002,CM113870.1,-,556384776,556403302,1,70,3,0.0,0.0,,weak_manual_review,15.0,too_short;tm_helices_ok;low_reference_similarity;gene_like_exons;multiple_reference_hits,results/connexin_evolutionary_discovery/Desmognathus_fuscus
connexin,connexin_evolutionary_discovery,Desmognathus_fuscus,Desmognathus fuscus,candidate_inx_018,CM113875.1,+,208166704,208263502,1,78,3,0.0,0.0,,weak_manual_review,15.0,too_short;tm_helices_ok;low_reference_similarity;gene_like_exons;multiple_reference_hits,results/connexin_evolutionary_discovery/Desmognathus_fuscus
connexin,connexin_evolutionary_discovery,Desmognathus_fuscus,Desmognathus fuscus,candidate_inx_029,JBBULT010000963.1,-,2293211,2388697,1,163,0,0.0,0.0,,weak_manual_review,15.0,plausible_length;few_tm_helices;low_reference_similarity;gene_like_exons,results/connexin_evolutionary_discovery/Desmognathus_fuscus
connexin,connexin_evolutionary_discovery,Desmognathus_fuscus,Desmognathus fuscus,candidate_inx_167,JBBULT010005168.1,-,753068,753244,1,193,0,0.0,0.0,,weak_manual_review,15.0,plausible_length;few_tm_helices;low_reference_similarity;gene_like_exons,results/connexin_evolutionary_discovery/Desmognathus_fuscus
connexin,connexin_evolutionary_discovery,Desmognathus_fuscus,Desmognathus fuscus,candidate_inx_189,JBBULT010001189.1,-,436614,436721,1,237,0,0.0,0.0,,weak_manual_review,15.0,plausible_length;few_tm_helices;low_reference_similarity;gene_like_exons,results/connexin_evolutionary_discovery/Desmognathus_fuscus
connexin,connexin_evolutionary_discovery,Desmognathus_fuscus,Desmognathus fuscus,candidate_inx_212,JBBULT010006966.1,+,26066,59148,1,261,0,0.0,0.0,,weak_manual_review,15.0,plausible_length;few_tm_helices;low_reference_similarity;gene_like_exons,results/connexin_evolutionary_discovery/Desmognathus_fuscus
connexin,connexin_evolutionary_discovery,Desmognathus_fuscus,Desmognathus fuscus,candidate_inx_235,JBBULT010004232.1,-,73567,73662,1,151,0,0.0,0.0,,weak_manual_review,15.0,plausible_length;few_tm_helices;low_reference_similarity;gene_like_exons,results/connexin_evolutionary_discovery/Desmognathus_fuscus
connexin,connexin_evolutionary_discovery,Desmognathus_fuscus,Desmognathus fuscus,candidate_inx_193,JBBULT010001977.1,-,66291,140550,1,138,1,0.0,0.0,,rejected_false_positive,10.0,too_short;few_tm_helices;low_reference_similarity;gene_like_exons,results/connexin_evolutionary_discovery/Desmognathus_fuscus
connexin,connexin_evolutionary_discovery,Desmognathus_fuscus,Desmognathus fuscus,candidate_inx_207,JBBULT010001599.1,-,275921,276031,1,136,1,0.0,0.0,,rejected_false_positive,10.0,too_short;few_tm_helices;low_reference_similarity;gene_like_exons,results/connexin_evolutionary_discovery/Desmognathus_fuscus
connexin,connexin_evolutionary_discovery,Desmognathus_fuscus,Desmognathus fuscus,candidate_inx_052,JBBULT010003490.1,+,1963474,2052861,1,73,2,0.0,0.0,,rejected_false_positive,5.0,too_short;tm_helices_ok;low_reference_similarity;gene_like_exons,results/connexin_evolutionary_discovery/Desmognathus_fuscus
connexin,connexin_evolutionary_discovery,Desmognathus_fuscus,Desmognathus fuscus,candidate_inx_054,JBBULT010001235.1,+,379483,379620,1,136,0,0.0,0.0,,rejected_false_positive,5.0,too_short;few_tm_helices;low_reference_similarity;gene_like_exons;multiple_reference_hits,results/connexin_evolutionary_discovery/Desmognathus_fuscus
connexin,connexin_evolutionary_discovery,Desmognathus_fuscus,Desmognathus fuscus,candidate_inx_062,JBBULT010005749.1,-,21807,23376,1,87,2,0.0,0.0,,rejected_false_positive,5.0,too_short;tm_helices_ok;low_reference_similarity;gene_like_exons,results/connexin_evolutionary_discovery/Desmognathus_fuscus
connexin,connexin_evolutionary_discovery,Desmognathus_fuscus,Desmognathus fuscus,candidate_inx_073,JBBULT010015006.1,-,1380082,1380261,1,74,5,0.0,0.0,,rejected_false_positive,5.0,too_short;tm_helices_ok;low_reference_similarity;gene_like_exons,results/connexin_evolutionary_discovery/Desmognathus_fuscus
connexin,connexin_evolutionary_discovery,Desmognathus_fuscus,Desmognathus fuscus,candidate_inx_075,JBBULT010002840.1,+,801062,801160,1,84,2,0.0,0.0,,rejected_false_positive,5.0,too_short;tm_helices_ok;low_reference_similarity;gene_like_exons,results/connexin_evolutionary_discovery/Desmognathus_fuscus
connexin,connexin_evolutionary_discovery,Desmognathus_fuscus,Desmognathus fuscus,candidate_inx_095,JBBULT010001857.1,+,1225727,1225856,1,101,3,0.0,0.0,,rejected_false_positive,5.0,too_short;tm_helices_ok;low_reference_similarity;gene_like_exons,results/connexin_evolutionary_discovery/Desmognathus_fuscus
connexin,connexin_evolutionary_discovery,Desmognathus_fuscus,Desmognathus fuscus,candidate_inx_101,JBBULT010002796.1,+,1251687,1251827,1,119,3,0.0,0.0,,rejected_false_positive,5.0,too_short;tm_helices_ok;low_reference_similarity;gene_like_exons,results/connexin_evolutionary_discovery/Desmognathus_fuscus
connexin,connexin_evolutionary_discovery,Desmognathus_fuscus,Desmognathus fuscus,candidate_inx_109,JBBULT010006252.1,-,1054221,1054355,1,92,2,0.0,0.0,,rejected_false_positive,5.0,too_short;tm_helices_ok;low_reference_similarity;gene_like_exons,results/connexin_evolutionary_discovery/Desmognathus_fuscus
connexin,connexin_evolutionary_discovery,Desmognathus_fuscus,Desmognathus fuscus,candidate_inx_142,JBBULT010009739.1,+,243769,243858,1,96,2,0.0,0.0,,rejected_false_positive,5.0,too_short;tm_helices_ok;low_reference_similarity;gene_like_exons,results/connexin_evolutionary_discovery/Desmognathus_fuscus
connexin,connexin_evolutionary_discovery,Desmognathus_fuscus,Desmognathus fuscus,candidate_inx_148,JBBULT010009751.1,-,803302,803445,1,115,3,0.0,0.0,,rejected_false_positive,5.0,too_short;tm_helices_ok;low_reference_similarity;gene_like_exons,results/connexin_evolutionary_discovery/Desmognathus_fuscus
connexin,connexin_evolutionary_discovery,Desmognathus_fuscus,Desmognathus fuscus,candidate_inx_178,JBBULT010003013.1,-,315566,315640,1,105,3,0.0,0.0,,rejected_false_positive,5.0,too_short;tm_helices_ok;low_reference_similarity;gene_like_exons,results/connexin_evolutionary_discovery/Desmognathus_fuscus
connexin,connexin_evolutionary_discovery,Desmognathus_fuscus,Desmognathus fuscus,candidate_inx_204,JBBULT010000358.1,+,275681,275782,1,72,2,0.0,0.0,,rejected_false_positive,5.0,too_short;tm_helices_ok;low_reference_similarity;gene_like_exons,results/connexin_evolutionary_discovery/Desmognathus_fuscus
connexin,connexin_evolutionary_discovery,Desmognathus_fuscus,Desmognathus fuscus,candidate_inx_210,JBBULT010011021.1,+,182669,205025,1,102,7,0.0,0.0,,rejected_false_positive,5.0,too_short;tm_helices_ok;low_reference_similarity;gene_like_exons,results/connexin_evolutionary_discovery/Desmognathus_fuscus
connexin,connexin_evolutionary_discovery,Desmognathus_fuscus,Desmognathus fuscus,candidate_inx_028,JBBULT010000864.1,+,350735,425826,1,148,0,0.0,0.0,,rejected_false_positive,-5.0,too_short;few_tm_helices;low_reference_similarity;gene_like_exons,results/connexin_evolutionary_discovery/Desmognathus_fuscus
connexin,connexin_evolutionary_discovery,Desmognathus_fuscus,Desmognathus fuscus,candidate_inx_105,JBBULT010011252.1,-,1206824,1268149,1,133,0,0.0,0.0,,rejected_false_positive,-5.0,too_short;few_tm_helices;low_reference_similarity;gene_like_exons,results/connexin_evolutionary_discovery/Desmognathus_fuscus
connexin,connexin_evolutionary_discovery,Desmognathus_fuscus,Desmognathus fuscus,candidate_inx_118,JBBULT010009828.1,-,458189,458320,1,122,0,0.0,0.0,,rejected_false_positive,-5.0,too_short;few_tm_helices;low_reference_similarity;gene_like_exons,results/connexin_evolutionary_discovery/Desmognathus_fuscus
connexin,connexin_evolutionary_discovery,Desmognathus_fuscus,Desmognathus fuscus,candidate_inx_223,JBBULT010013328.1,-,326898,327065,1,123,0,0.0,0.0,,rejected_false_positive,-5.0,too_short;few_tm_helices;low_reference_similarity;gene_like_exons,results/connexin_evolutionary_discovery/Desmognathus_fuscus
connexin,connexin_evolutionary_discovery,Desmognathus_fuscus,Desmognathus fuscus,candidate_inx_025,JBBULT010012990.1,-,2393493,2402223,1,108,1,0.0,0.0,,rejected_false_positive,-20.0,too_short;few_tm_helices;low_reference_similarity;gene_like_exons,results/connexin_evolutionary_discovery/Desmognathus_fuscus
connexin,connexin_evolutionary_discovery,Desmognathus_fuscus,Desmognathus fuscus,candidate_inx_053,JBBULT010001967.1,-,2699502,2699582,1,88,1,0.0,0.0,,rejected_false_positive,-20.0,too_short;few_tm_helices;low_reference_similarity;gene_like_exons,results/connexin_evolutionary_discovery/Desmognathus_fuscus
connexin,connexin_evolutionary_discovery,Desmognathus_fuscus,Desmognathus fuscus,candidate_inx_056,JBBULT010002008.1,-,1018767,1018880,1,98,1,0.0,0.0,,rejected_false_positive,-20.0,too_short;few_tm_helices;low_reference_similarity;gene_like_exons,results/connexin_evolutionary_discovery/Desmognathus_fuscus
connexin,connexin_evolutionary_discovery,Desmognathus_fuscus,Desmognathus fuscus,candidate_inx_071,JBBULT010000721.1,+,2045661,2045897,1,98,1,0.0,0.0,,rejected_false_positive,-20.0,too_short;few_tm_helices;low_reference_similarity;gene_like_exons,results/connexin_evolutionary_discovery/Desmognathus_fuscus
connexin,connexin_evolutionary_discovery,Desmognathus_fuscus,Desmognathus fuscus,candidate_inx_098,JBBULT010001976.1,-,974047,974139,1,79,1,0.0,0.0,,rejected_false_positive,-20.0,too_short;few_tm_helices;low_reference_similarity;gene_like_exons,results/connexin_evolutionary_discovery/Desmognathus_fuscus
connexin,connexin_evolutionary_discovery,Desmognathus_fuscus,Desmognathus fuscus,candidate_inx_127,JBBULT010006860.1,+,325614,325739,1,75,1,0.0,0.0,,rejected_false_positive,-20.0,too_short;few_tm_helices;low_reference_similarity;gene_like_exons,results/connexin_evolutionary_discovery/Desmognathus_fuscus
connexin,connexin_evolutionary_discovery,Desmognathus_fuscus,Desmognathus fuscus,candidate_inx_156,JBBULT010012258.1,+,103863,104003,1,87,1,0.0,0.0,,rejected_false_positive,-20.0,too_short;few_tm_helices;low_reference_similarity;gene_like_exons,results/connexin_evolutionary_discovery/Desmognathus_fuscus
connexin,connexin_evolutionary_discovery,Desmognathus_fuscus,Desmognathus fuscus,candidate_inx_169,JBBULT010012305.1,-,676373,676544,1,71,1,0.0,0.0,,rejected_false_positive,-20.0,too_short;few_tm_helices;low_reference_similarity;gene_like_exons,results/connexin_evolutionary_discovery/Desmognathus_fuscus
connexin,connexin_evolutionary_discovery,Desmognathus_fuscus,Desmognathus fuscus,candidate_inx_175,JBBULT010005746.1,+,432112,432241,1,101,1,0.0,0.0,,rejected_false_positive,-20.0,too_short;few_tm_helices;low_reference_similarity;gene_like_exons,results/connexin_evolutionary_discovery/Desmognathus_fuscus
connexin,connexin_evolutionary_discovery,Desmognathus_fuscus,Desmognathus fuscus,candidate_inx_181,JBBULT010010929.1,+,502477,502560,1,94,1,0.0,0.0,,rejected_false_positive,-20.0,too_short;few_tm_helices;low_reference_similarity;gene_like_exons,results/connexin_evolutionary_discovery/Desmognathus_fuscus
connexin,connexin_evolutionary_discovery,Desmognathus_fuscus,Desmognathus fuscus,candidate_inx_200,JBBULT010010125.1,-,63037,63125,1,111,1,0.0,0.0,,rejected_false_positive,-20.0,too_short;few_tm_helices;low_reference_similarity;gene_like_exons,results/connexin_evolutionary_discovery/Desmognathus_fuscus
connexin,connexin_evolutionary_discovery,Desmognathus_fuscus,Desmognathus fuscus,candidate_inx_218,JBBULT010002853.1,-,57549,57689,1,95,1,0.0,0.0,,rejected_false_positive,-20.0,too_short;few_tm_helices;low_reference_similarity;gene_like_exons,results/connexin_evolutionary_discovery/Desmognathus_fuscus
connexin,connexin_evolutionary_discovery,Desmognathus_fuscus,Desmognathus fuscus,candidate_inx_015,CM113874.1,+,287065801,287067093,1,73,0,0.0,0.0,,rejected_false_positive,-25.0,too_short;few_tm_helices;low_reference_similarity;gene_like_exons;multiple_reference_hits,results/connexin_evolutionary_discovery/Desmognathus_fuscus
connexin,connexin_evolutionary_discovery,Desmognathus_fuscus,Desmognathus fuscus,candidate_inx_031,JBBULT010003105.1,+,896896,912680,1,103,0,0.0,0.0,,rejected_false_positive,-25.0,too_short;few_tm_helices;low_reference_similarity;gene_like_exons;multiple_reference_hits,results/connexin_evolutionary_discovery/Desmognathus_fuscus
connexin,connexin_evolutionary_discovery,Desmognathus_fuscus,Desmognathus fuscus,candidate_inx_078,JBBULT010003486.1,-,563111,618777,1,85,0,0.0,0.0,,rejected_false_positive,-25.0,too_short;few_tm_helices;low_reference_similarity;gene_like_exons;multiple_reference_hits,results/connexin_evolutionary_discovery/Desmognathus_fuscus
connexin,connexin_evolutionary_discovery,Desmognathus_fuscus,Desmognathus fuscus,candidate_inx_011,CM113872.1,+,313032619,313032720,1,86,0,0.0,0.0,,rejected_false_positive,-35.0,too_short;few_tm_helices;low_reference_similarity;gene_like_exons,results/connexin_evolutionary_discovery/Desmognathus_fuscus
connexin,connexin_evolutionary_discovery,Desmognathus_fuscus,Desmognathus fuscus,candidate_inx_037,JBBULT010006385.1,+,2284325,2376964,1,102,0,0.0,0.0,,rejected_false_positive,-35.0,too_short;few_tm_helices;low_reference_similarity;gene_like_exons,results/connexin_evolutionary_discovery/Desmognathus_fuscus
connexin,connexin_evolutionary_discovery,Desmognathus_fuscus,Desmognathus fuscus,candidate_inx_057,JBBULT010003432.1,-,354175,415301,1,113,0,0.0,0.0,,rejected_false_positive,-35.0,too_short;few_tm_helices;low_reference_similarity;gene_like_exons,results/connexin_evolutionary_discovery/Desmognathus_fuscus
connexin,connexin_evolutionary_discovery,Desmognathus_fuscus,Desmognathus fuscus,candidate_inx_072,JBBULT010012881.1,-,1661823,1661915,1,98,0,0.0,0.0,,rejected_false_positive,-35.0,too_short;few_tm_helices;low_reference_similarity;gene_like_exons,results/connexin_evolutionary_discovery/Desmognathus_fuscus
connexin,connexin_evolutionary_discovery,Desmognathus_fuscus,Desmognathus fuscus,candidate_inx_074,JBBULT010006595.1,-,811257,811379,1,85,0,0.0,0.0,,rejected_false_positive,-35.0,too_short;few_tm_helices;low_reference_similarity;gene_like_exons,results/connexin_evolutionary_discovery/Desmognathus_fuscus
connexin,connexin_evolutionary_discovery,Desmognathus_fuscus,Desmognathus fuscus,candidate_inx_082,JBBULT010009816.1,-,490819,490920,1,79,0,0.0,0.0,,rejected_false_positive,-35.0,too_short;few_tm_helices;low_reference_similarity;gene_like_exons,results/connexin_evolutionary_discovery/Desmognathus_fuscus
connexin,connexin_evolutionary_discovery,Desmognathus_fuscus,Desmognathus fuscus,candidate_inx_084,JBBULT010000836.1,+,1266337,1266414,1,102,0,0.0,0.0,,rejected_false_positive,-35.0,too_short;few_tm_helices;low_reference_similarity;gene_like_exons,results/connexin_evolutionary_discovery/Desmognathus_fuscus
connexin,connexin_evolutionary_discovery,Desmognathus_fuscus,Desmognathus fuscus,candidate_inx_086,JBBULT010012741.1,+,194787,194966,1,89,0,0.0,0.0,,rejected_false_positive,-35.0,too_short;few_tm_helices;low_reference_similarity;gene_like_exons,results/connexin_evolutionary_discovery/Desmognathus_fuscus
connexin,connexin_evolutionary_discovery,Desmognathus_fuscus,Desmognathus fuscus,candidate_inx_088,JBBULT010000598.1,+,1382350,1382631,1,102,0,0.0,0.0,,rejected_false_positive,-35.0,too_short;few_tm_helices;low_reference_similarity;gene_like_exons,results/connexin_evolutionary_discovery/Desmognathus_fuscus
connexin,connexin_evolutionary_discovery,Desmognathus_fuscus,Desmognathus fuscus,candidate_inx_090,JBBULT010003086.1,+,1225505,1225600,1,77,0,0.0,0.0,,rejected_false_positive,-35.0,too_short;few_tm_helices;low_reference_similarity;gene_like_exons,results/connexin_evolutionary_discovery/Desmognathus_fuscus
connexin,connexin_evolutionary_discovery,Desmognathus_fuscus,Desmognathus fuscus,candidate_inx_093,JBBULT010007388.1,+,1473806,1475376,1,82,0,0.0,0.0,,rejected_false_positive,-35.0,too_short;few_tm_helices;low_reference_similarity;gene_like_exons,results/connexin_evolutionary_discovery/Desmognathus_fuscus
connexin,connexin_evolutionary_discovery,Desmognathus_fuscus,Desmognathus fuscus,candidate_inx_096,JBBULT010006693.1,-,819896,819964,1,101,0,0.0,0.0,,rejected_false_positive,-35.0,too_short;few_tm_helices;low_reference_similarity;gene_like_exons,results/connexin_evolutionary_discovery/Desmognathus_fuscus
connexin,connexin_evolutionary_discovery,Desmognathus_fuscus,Desmognathus fuscus,candidate_inx_111,JBBULT010003415.1,-,69385,69504,1,101,0,0.0,0.0,,rejected_false_positive,-35.0,too_short;few_tm_helices;low_reference_similarity;gene_like_exons,results/connexin_evolutionary_discovery/Desmognathus_fuscus
connexin,connexin_evolutionary_discovery,Desmognathus_fuscus,Desmognathus fuscus,candidate_inx_117,JBBULT010005657.1,-,808997,809065,1,102,0,0.0,0.0,,rejected_false_positive,-35.0,too_short;few_tm_helices;low_reference_similarity;gene_like_exons,results/connexin_evolutionary_discovery/Desmognathus_fuscus
connexin,connexin_evolutionary_discovery,Desmognathus_fuscus,Desmognathus fuscus,candidate_inx_120,JBBULT010012217.1,-,859256,859356,1,85,0,0.0,0.0,,rejected_false_positive,-35.0,too_short;few_tm_helices;low_reference_similarity;gene_like_exons,results/connexin_evolutionary_discovery/Desmognathus_fuscus
connexin,connexin_evolutionary_discovery,Desmognathus_fuscus,Desmognathus fuscus,candidate_inx_132,JBBULT010003076.1,-,903588,932933,1,70,0,0.0,0.0,,rejected_false_positive,-35.0,too_short;few_tm_helices;low_reference_similarity;gene_like_exons,results/connexin_evolutionary_discovery/Desmognathus_fuscus
connexin,connexin_evolutionary_discovery,Desmognathus_fuscus,Desmognathus fuscus,candidate_inx_144,JBBULT010009030.1,+,260271,260438,1,79,0,0.0,0.0,,rejected_false_positive,-35.0,too_short;few_tm_helices;low_reference_similarity;gene_like_exons,results/connexin_evolutionary_discovery/Desmognathus_fuscus
connexin,connexin_evolutionary_discovery,Desmognathus_fuscus,Desmognathus fuscus,candidate_inx_165,JBBULT010004224.1,+,128546,128836,1,71,0,0.0,0.0,,rejected_false_positive,-35.0,too_short;few_tm_helices;low_reference_similarity;gene_like_exons,results/connexin_evolutionary_discovery/Desmognathus_fuscus
connexin,connexin_evolutionary_discovery,Desmognathus_fuscus,Desmognathus fuscus,candidate_inx_168,JBBULT010000420.1,-,590210,590314,1,93,0,0.0,0.0,,rejected_false_positive,-35.0,too_short;few_tm_helices;low_reference_similarity;gene_like_exons,results/connexin_evolutionary_discovery/Desmognathus_fuscus
connexin,connexin_evolutionary_discovery,Desmognathus_fuscus,Desmognathus fuscus,candidate_inx_182,JBBULT010006453.1,-,295058,295126,1,102,0,0.0,0.0,,rejected_false_positive,-35.0,too_short;few_tm_helices;low_reference_similarity;gene_like_exons,results/connexin_evolutionary_discovery/Desmognathus_fuscus
connexin,connexin_evolutionary_discovery,Desmognathus_fuscus,Desmognathus fuscus,candidate_inx_185,JBBULT010008075.1,+,508375,508503,1,74,0,0.0,0.0,,rejected_false_positive,-35.0,too_short;few_tm_helices;low_reference_similarity;gene_like_exons,results/connexin_evolutionary_discovery/Desmognathus_fuscus
connexin,connexin_evolutionary_discovery,Desmognathus_fuscus,Desmognathus fuscus,candidate_inx_188,JBBULT010007971.1,+,496450,496748,1,72,0,0.0,0.0,,rejected_false_positive,-35.0,too_short;few_tm_helices;low_reference_similarity;gene_like_exons,results/connexin_evolutionary_discovery/Desmognathus_fuscus
connexin,connexin_evolutionary_discovery,Desmognathus_fuscus,Desmognathus fuscus,candidate_inx_195,JBBULT010013215.1,+,600955,601050,1,95,0,0.0,0.0,,rejected_false_positive,-35.0,too_short;few_tm_helices;low_reference_similarity;gene_like_exons,results/connexin_evolutionary_discovery/Desmognathus_fuscus
connexin,connexin_evolutionary_discovery,Desmognathus_fuscus,Desmognathus fuscus,candidate_inx_201,JBBULT010002105.1,+,425034,425198,1,74,0,0.0,0.0,,rejected_false_positive,-35.0,too_short;few_tm_helices;low_reference_similarity;gene_like_exons,results/connexin_evolutionary_discovery/Desmognathus_fuscus
connexin,connexin_evolutionary_discovery,Desmognathus_fuscus,Desmognathus fuscus,candidate_inx_222,JBBULT010004476.1,+,322127,322265,1,82,0,0.0,0.0,,rejected_false_positive,-35.0,too_short;few_tm_helices;low_reference_similarity;gene_like_exons,results/connexin_evolutionary_discovery/Desmognathus_fuscus
connexin,connexin_evolutionary_discovery,Desmognathus_fuscus,Desmognathus fuscus,candidate_inx_224,JBBULT010011886.1,+,375708,375872,1,87,0,0.0,0.0,,rejected_false_positive,-35.0,too_short;few_tm_helices;low_reference_similarity;gene_like_exons,results/connexin_evolutionary_discovery/Desmognathus_fuscus
connexin,connexin_evolutionary_discovery,Desmognathus_fuscus,Desmognathus fuscus,candidate_inx_226,JBBULT010005215.1,-,329569,329730,1,91,0,0.0,0.0,,rejected_false_positive,-35.0,too_short;few_tm_helices;low_reference_similarity;gene_like_exons,results/connexin_evolutionary_discovery/Desmognathus_fuscus
